seed,score,lost
9000238,8,False
9000239,12,False
9000240,12,False
9000241,12,False
9000242,8,False
9000243,10,False
9000244,7,False
9000245,10,False
9000246,9,False
9000247,14,False
9000248,10,False
9000249,8,False
9000250,8,False
9000251,8,False
9000252,12,False
9000253,8,False
9000254,8,False
9000255,10,False
9000256,7,False
9000257,10,False
9000258,8,False
9000259,12,False
9000260,9,False
9000261,12,False
9000262,2,False
9000263,8,False
9000264,10,False
9000265,9,False
9000266,6,False
9000267,8,False
9000268,10,False
9000269,7,False
9000270,9,False
9000271,10,False
9000272,4,False
9000273,9,False
9000274,12,False
9000275,12,False
9000276,12,False
9000277,12,False
9000278,12,False
9000279,9,False
9000280,10,False
9000281,8,False
9000282,8,False
9000283,12,False
9000284,12,False
9000285,8,False
9000286,12,False
9000287,8,False
9000288,12,False
9000289,8,False
9000290,12,False
9000291,10,False
9000292,14,False
9000293,10,False
9000294,12,False
9000295,8,False
9000296,12,False
9000297,16,False
9000298,12,False
9000299,9,False
9000300,12,False
9000301,8,False
9000302,9,False
9000303,10,False
9000304,5,False
9000305,10,False
9000306,12,False
9000307,12,False
9000308,8,False
9000309,9,False
9000310,10,False
9000311,8,False
9000312,10,False
9000313,9,False
9000314,6,False
9000315,10,False
9000316,12,False
9000317,7,False
9000318,10,False
9000319,12,False
9000320,12,False
9000321,7,False
9000322,8,False
9000323,12,False
9000324,8,False
9000325,12,False
9000326,12,False
9000327,14,False
9000328,14,False
9000329,12,False
9000330,7,False
9000331,12,False
9000332,12,False
9000333,12,False
9000334,10,False
9000335,10,False
9000336,8,False
9000337,10,False
9000338,12,False
9000339,12,False
9000340,10,False
9000341,10,False
9000342,9,False
9000343,10,False
9000344,8,False
9000345,8,False
9000346,10,False
9000347,9,False
9000348,7,False
9000349,12,False
9000350,8,False
9000351,12,False
9000352,6,False
9000353,8,False
9000354,11,False
9000355,5,False
9000356,10,False
9000357,8,False
9000358,6,False
9000359,8,False
9000360,8,False
9000361,4,False
9000362,10,False
9000363,8,False
9000364,14,False
9000365,8,False
9000366,14,False
9000367,9,False
9000368,6,False
9000369,12,False
9000370,7,False
9000371,12,False
9000372,10,False
9000373,6,False
9000374,8,False
9000375,8,False
9000376,12,False
9000377,10,False
9000378,14,False
9000379,9,False
9000380,10,False
9000381,12,False
9000382,8,False
9000383,12,False
9000384,9,False
9000385,9,False
9000386,12,False
9000387,5,False
9000388,10,False
9000389,9,False
9000390,10,False
9000391,12,False
9000392,12,False
9000393,12,False
9000394,12,False
9000395,10,False
9000396,12,False
9000397,12,False
9000398,12,False
9000399,8,False
9000400,8,False
9000401,10,False
9000402,7,False
9000403,6,False
9000404,10,False
9000405,6,False
9000406,12,False
9000407,9,False
9000408,10,False
9000409,9,False
9000410,12,False
9000411,12,False
9000412,10,False
9000413,9,False
9000414,11,False
9000415,9,False
9000416,5,False
9000417,10,False
9000418,10,False
9000419,10,False
9000420,10,False
9000421,8,False
9000422,14,False
9000423,10,False
9000424,10,False
9000425,12,False
9000426,14,False
9000427,14,False
9000428,14,False
9000429,6,False
9000430,12,False
9000431,10,False
9000432,9,False
9000433,8,False
9000434,10,False
9000435,10,False
9000436,9,False
9000437,6,False
9000438,8,False
9000439,10,False
9000440,14,False
9000441,12,False
9000442,9,False
9000443,9,False
9000444,12,False
9000445,12,False
9000446,10,False
9000447,10,False
9000448,7,False
9000449,12,False
9000450,7,False
9000451,10,False
9000452,9,False
9000453,8,False
9000454,14,False
9000455,7,False
9000456,7,False
9000457,8,False
9000458,14,False
9000459,8,False
9000460,8,False
9000461,10,False
9000462,12,False
9000463,6,False
9000464,12,False
9000465,10,False
9000466,12,False
9000467,7,False
9000468,12,False
9000469,12,False
9000470,14,False
9000471,10,False
9000472,10,False
9000473,8,False
9000474,12,False
9000475,14,False
9000476,14,False
9000477,12,False
9000478,12,False
9000479,12,False
9000480,8,False
9000481,7,False
9000482,10,False
9000483,7,False
9000484,12,False
9000485,12,False
9000486,12,False
9000487,8,False
9000488,7,False
9000489,8,False
9000490,12,False
9000491,9,False
9000492,10,False
9000493,12,False
9000494,14,False
9000495,12,False
9000496,10,False
9000497,9,False
9000498,10,False
9000499,14,False
9000500,12,False
9000501,16,False
9000502,9,False
9000503,12,False
9000504,10,False
9000505,10,False
9000506,10,False
9000507,10,False
9000508,12,False
9000509,8,False
9000510,10,False
9000511,12,False
9000512,7,False
9000513,12,False
9000514,9,False
9000515,10,False
9000516,7,False
9000517,6,False
9000518,14,False
9000519,12,False
9000520,8,False
9000521,6,False
9000522,12,False
9000523,6,False
9000524,8,False
9000525,9,False
9000526,8,False
9000527,10,False
9000528,6,False
9000529,12,False
9000530,12,False
9000531,10,False
9000532,10,False
9000533,10,False
9000534,12,False
9000535,9,False
9000536,10,False
9000537,12,False
9000538,10,False
9000539,8,False
9000540,8,False
9000541,8,False
9000542,10,False
9000543,8,False
9000544,12,False
9000545,10,False
9000546,10,False
9000547,12,False
9000548,8,False
9000549,14,False
9000550,10,False
9000551,12,False
9000552,8,False
9000553,10,False
9000554,12,False
9000555,6,False
9000556,12,False
9000557,9,False
9000558,12,False
9000559,10,False
9000560,10,False
9000561,12,False
9000562,12,False
9000563,12,False
9000564,12,False
9000565,10,False
9000566,14,False
9000567,12,False
9000568,14,False
9000569,12,False
9000570,12,False
9000571,8,False
9000572,14,False
9000573,12,False
9000574,12,False
9000575,7,False
9000576,10,False
9000577,12,False
9000578,10,False
9000579,10,False
9000580,12,False
9000581,12,False
9000582,10,False
9000583,8,False
9000584,14,False
9000585,9,False
9000586,11,False
9000587,9,False
9000588,8,False
9000589,9,False
9000590,8,False
9000591,10,False
9000592,12,False
9000593,10,False
9000594,12,False
9000595,14,False
9000596,8,False
9000597,12,False
9000598,8,False
9000599,10,False
9000600,4,False
9000601,10,False
9000602,7,False
9000603,12,False
9000604,6,False
9000605,14,False
9000606,7,False
9000607,5,False
9000608,10,False
9000609,5,False
9000610,10,False
9000611,9,False
9000612,8,False
9000613,6,False
9000614,4,False
9000615,12,False
9000616,8,False
9000617,12,False
9000618,8,False
9000619,10,False
9000620,12,False
9000621,14,False
9000622,12,False
9000623,10,False
9000624,7,False
9000625,10,False
9000626,12,False
9000627,8,False
9000628,6,False
9000629,8,False
9000630,10,False
9000631,12,False
9000632,12,False
9000633,10,False
9000634,10,False
9000635,6,False
9000636,10,False
9000637,6,False
9000638,10,False
9000639,9,False
9000640,9,False
9000641,12,False
9000642,5,False
9000643,14,False
9000644,10,False
9000645,10,False
9000646,7,False
9000647,7,False
9000648,10,False
9000649,5,False
9000650,8,False
9000651,8,False
9000652,10,False
9000653,7,False
9000654,8,False
9000655,12,False
9000656,10,False
9000657,12,False
9000658,12,False
9000659,12,False
9000660,14,False
9000661,9,False
9000662,12,False
9000663,11,False
9000664,12,False
9000665,9,False
9000666,12,False
9000667,6,False
9000668,10,False
9000669,6,False
9000670,4,False
9000671,10,False
9000672,12,False
9000673,9,False
9000674,12,False
9000675,8,False
9000676,12,False
9000677,14,False
9000678,8,False
9000679,10,False
9000680,14,False
9000681,12,False
9000682,10,False
9000683,14,False
9000684,8,False
9000685,12,False
9000686,6,False
9000687,12,False
9000688,9,False
9000689,12,False
9000690,12,False
9000691,9,False
9000692,14,False
9000693,14,False
9000694,7,False
9000695,8,False
9000696,5,False
9000697,6,False
9000698,10,False
9000699,6,False
9000700,12,False
9000701,10,False
9000702,8,False
9000703,12,False
9000704,10,False
9000705,8,False
9000706,10,False
9000707,12,False
9000708,12,False
9000709,14,False
9000710,9,False
9000711,10,False
9000712,9,False
9000713,8,False
9000714,9,False
9000715,9,False
9000716,10,False
9000717,9,False
9000718,8,False
9000719,14,False
9000720,12,False
9000721,8,False
9000722,8,False
9000723,6,False
9000724,14,False
9000725,12,False
9000726,10,False
9000727,10,False
9000728,12,False
9000729,9,False
9000730,12,False
9000731,12,False
9000732,14,False
9000733,9,False
9000734,8,False
9000735,12,False
9000736,12,False
9000737,6,False
9000738,9,False
9000739,10,False
9000740,10,False
9000741,10,False
9000742,12,False
9000743,12,False
9000744,10,False
9000745,12,False
9000746,12,False
9000747,10,False
9000748,12,False
9000749,9,False
9000750,10,False
9000751,10,False
9000752,14,False
9000753,12,False
9000754,9,False
9000755,12,False
9000756,12,False
9000757,12,False
9000758,10,False
9000759,10,False
9000760,12,False
9000761,8,False
9000762,7,False
9000763,12,False
9000764,9,False
9000765,12,False
9000766,14,False
9000767,7,False
9000768,9,False
9000769,12,False
9000770,7,False
9000771,2,False
9000772,10,False
9000773,9,False
9000774,12,False
9000775,10,False
9000776,9,False
9000777,12,False
9000778,12,False
9000779,8,False
9000780,9,False
9000781,8,False
9000782,12,False
9000783,12,False
9000784,12,False
9000785,14,False
9000786,12,False
9000787,12,False
9000788,12,False
9000789,8,False
9000790,10,False
9000791,12,False
9000792,8,False
9000793,8,False
9000794,14,False
9000795,10,False
9000796,10,False
9000797,10,False
9000798,6,False
9000799,10,False
9000800,12,False
9000801,7,False
9000802,12,False
9000803,7,False
9000804,6,False
9000805,8,False
9000806,10,False
9000807,10,False
9000808,6,False
9000809,12,False
9000810,12,False
9000811,14,False
9000812,3,False
9000813,9,False
9000814,8,False
9000815,12,False
9000816,9,False
9000817,12,False
9000818,8,False
9000819,14,False
9000820,12,False
9000821,8,False
9000822,12,False
9000823,12,False
9000824,6,False
9000825,9,False
9000826,10,False
9000827,7,False
9000828,12,False
9000829,8,False
9000830,8,False
9000831,8,False
9000832,8,False
9000833,12,False
9000834,12,False
9000835,8,False
9000836,10,False
9000837,5,False
9000838,12,False
9000839,12,False
9000840,6,False
9000841,10,False
9000842,12,False
9000843,12,False
9000844,4,False
9000845,6,False
9000846,10,False
9000847,10,False
9000848,6,False
9000849,6,False
9000850,10,False
9000851,12,False
9000852,6,False
9000853,11,False
9000854,8,False
9000855,10,False
9000856,12,False
9000857,10,False
9000858,12,False
9000859,12,False
9000860,12,False
9000861,6,False
9000862,12,False
9000863,10,False
9000864,10,False
9000865,8,False
9000866,10,False
9000867,9,False
9000868,7,False
9000869,8,False
9000870,12,False
9000871,12,False
9000872,9,False
9000873,12,False
9000874,14,False
9000875,12,False
9000876,12,False
9000877,7,False
9000878,8,False
9000879,8,False
9000880,9,False
9000881,10,False
9000882,10,False
9000883,12,False
9000884,8,False
9000885,9,False
9000886,8,False
9000887,6,False
9000888,12,False
9000889,10,False
9000890,4,False
9000891,8,False
9000892,12,False
9000893,10,False
9000894,10,False
9000895,8,False
9000896,6,False
9000897,12,False
9000898,10,False
9000899,9,False
9000900,9,False
9000901,14,False
9000902,12,False
9000903,12,False
9000904,10,False
9000905,9,False
9000906,10,False
9000907,9,False
9000908,10,False
9000909,9,False
9000910,12,False
9000911,7,False
9000912,7,False
9000913,12,False
9000914,10,False
9000915,6,False
9000916,10,False
9000917,12,False
9000918,8,False
9000919,9,False
9000920,16,False
9000921,14,False
9000922,12,False
9000923,12,False
9000924,9,False
9000925,8,False
9000926,8,False
9000927,8,False
9000928,10,False
9000929,12,False
9000930,10,False
9000931,10,False
9000932,7,False
9000933,8,False
9000934,10,False
9000935,8,False
9000936,14,False
9000937,7,False
9000938,10,False
9000939,12,False
9000940,8,False
9000941,10,False
9000942,12,False
9000943,12,False
9000944,8,False
9000945,10,False
9000946,8,False
9000947,10,False
9000948,12,False
9000949,7,False
9000950,8,False
9000951,10,False
9000952,14,False
9000953,10,False
9000954,12,False
9000955,8,False
9000956,9,False
9000957,11,False
9000958,10,False
9000959,8,False
9000960,8,False
9000961,10,False
9000962,10,False
9000963,9,False
9000964,10,False
9000965,9,False
9000966,12,False
9000967,10,False
9000968,8,False
9000969,10,False
9000970,12,False
9000971,7,False
9000972,10,False
9000973,10,False
9000974,12,False
9000975,10,False
9000976,9,False
9000977,5,False
9000978,10,False
9000979,8,False
9000980,9,False
9000981,8,False
9000982,12,False
9000983,9,False
9000984,10,False
9000985,6,False
9000986,11,False
9000987,10,False
9000988,8,False
9000989,12,False
9000990,10,False
9000991,12,False
9000992,10,False
9000993,10,False
9000994,8,False
9000995,12,False
9000996,10,False
9000997,6,False
9000998,10,False
9000999,10,False
9001000,10,False
9001001,8,False
9001002,8,False
9001003,9,False
9001004,12,False
9001005,10,False
9001006,10,False
9001007,12,False
9001008,12,False
9001009,10,False
9001010,10,False
9001011,12,False
9001012,12,False
9001013,12,False
9001014,12,False
9001015,10,False
9001016,11,False
9001017,10,False
9001018,12,False
9001019,10,False
9001020,8,False
9001021,14,False
9001022,9,False
9001023,10,False
9001024,12,False
9001025,12,False
9001026,12,False
9001027,8,False
9001028,10,False
9001029,8,False
9001030,12,False
9001031,10,False
9001032,8,False
9001033,10,False
9001034,14,False
9001035,9,False
9001036,8,False
9001037,12,False
9001038,9,False
9001039,7,False
9001040,9,False
9001041,9,False
9001042,8,False
9001043,14,False
9001044,4,False
9001045,12,False
9001046,10,False
9001047,8,False
9001048,12,False
9001049,14,False
9001050,10,False
9001051,9,False
9001052,8,False
9001053,7,False
9001054,7,False
9001055,12,False
9001056,8,False
9001057,10,False
9001058,9,False
9001059,12,False
9001060,14,False
9001061,12,False
9001062,10,False
9001063,12,False
9001064,7,False
9001065,12,False
9001066,8,False
9001067,10,False
9001068,8,False
9001069,8,False
9001070,12,False
9001071,12,False
9001072,10,False
9001073,10,False
9001074,14,False
9001075,12,False
9001076,7,False
9001077,9,False
9001078,8,False
9001079,10,False
9001080,12,False
9001081,10,False
9001082,8,False
9001083,4,False
9001084,10,False
9001085,12,False
9001086,10,False
9001087,8,False
9001088,10,False
9001089,12,False
9001090,11,False
9001091,6,False
9001092,10,False
9001093,14,False
9001094,12,False
9001095,8,False
9001096,10,False
9001097,14,False
9001098,12,False
9001099,6,False
9001100,9,False
9001101,10,False
9001102,12,False
9001103,10,False
9001104,10,False
9001105,11,False
9001106,10,False
9001107,10,False
9001108,8,False
9001109,10,False
9001110,12,False
9001111,9,False
9001112,12,False
9001113,7,False
9001114,12,False
9001115,12,False
9001116,10,False
9001117,10,False
9001118,12,False
9001119,12,False
9001120,14,False
9001121,12,False
9001122,10,False
9001123,8,False
9001124,10,False
9001125,12,False
9001126,7,False
9001127,10,False
9001128,8,False
9001129,10,False
9001130,12,False
9001131,4,False
9001132,8,False
9001133,8,False
9001134,9,False
9001135,11,False
9001136,10,False
9001137,10,False
9001138,10,False
9001139,12,False
9001140,12,False
9001141,10,False
9001142,7,False
9001143,10,False
9001144,10,False
9001145,12,False
9001146,8,False
9001147,5,False
9001148,10,False
9001149,12,False
9001150,9,False
9001151,7,False
9001152,8,False
9001153,12,False
9001154,8,False
9001155,12,False
9001156,12,False
9001157,12,False
9001158,12,False
9001159,7,False
9001160,10,False
9001161,7,False
9001162,14,False
9001163,6,False
9001164,7,False
9001165,8,False
9001166,12,False
9001167,10,False
9001168,12,False
9001169,8,False
9001170,10,False
9001171,8,False
9001172,7,False
9001173,14,False
9001174,3,False
9001175,12,False
9001176,7,False
9001177,9,False
9001178,8,False
9001179,10,False
9001180,8,False
9001181,9,False
9001182,8,False
9001183,10,False
9001184,14,False
9001185,12,False
9001186,12,False
9001187,7,False
9001188,8,False
9001189,8,False
9001190,12,False
9001191,12,False
9001192,8,False
9001193,9,False
9001194,8,False
9001195,14,False
9001196,12,False
9001197,12,False
9001198,12,False
9001199,10,False
9001200,10,False
9001201,8,False
9001202,9,False
9001203,12,False
9001204,10,False
9001205,10,False
9001206,3,False
9001207,14,False
9001208,12,False
9001209,12,False
9001210,10,False
9001211,8,False
9001212,12,False
9001213,4,False
9001214,12,False
9001215,12,False
9001216,10,False
9001217,10,False
9001218,10,False
9001219,12,False
9001220,10,False
9001221,9,False
9001222,12,False
9001223,7,False
9001224,12,False
9001225,14,False
9001226,8,False
9001227,10,False
9001228,8,False
9001229,4,False
9001230,12,False
9001231,10,False
9001232,12,False
9001233,5,False
9001234,8,False
9001235,12,False
9001236,10,False
9001237,10,False
9001238,8,False
9001239,10,False
9001240,12,False
9001241,12,False
9001242,14,False
9001243,6,False
9001244,8,False
9001245,12,False
9001246,8,False
9001247,12,False
9001248,8,False
9001249,6,False
9001250,4,False
9001251,10,False
9001252,10,False
9001253,9,False
9001254,12,False
9001255,4,False
9001256,10,False
9001257,10,False
9001258,5,False
9001259,9,False
9001260,12,False
9001261,12,False
9001262,10,False
9001263,7,False
9001264,8,False
9001265,12,False
9001266,8,False
9001267,12,False
9001268,12,False
9001269,12,False
9001270,12,False
9001271,12,False
9001272,12,False
9001273,12,False
9001274,8,False
9001275,12,False
9001276,14,False
9001277,8,False
9001278,8,False
9001279,12,False
9001280,10,False
9001281,12,False
9001282,6,False
9001283,10,False
9001284,7,False
9001285,6,False
9001286,7,False
9001287,6,False
9001288,6,False
9001289,7,False
9001290,14,False
9001291,12,False
9001292,9,False
9001293,12,False
9001294,12,False
9001295,6,False
9001296,12,False
9001297,9,False
9001298,10,False
9001299,9,False
9001300,10,False
9001301,9,False
9001302,12,False
9001303,10,False
9001304,14,False
9001305,10,False
9001306,10,False
9001307,12,False
9001308,12,False
9001309,6,False
9001310,8,False
9001311,7,False
9001312,10,False
9001313,8,False
9001314,12,False
9001315,8,False
9001316,14,False
9001317,12,False
9001318,12,False
9001319,12,False
9001320,12,False
9001321,12,False
9001322,10,False
9001323,12,False
9001324,8,False
9001325,6,False
9001326,12,False
9001327,10,False
9001328,2,False
9001329,6,False
9001330,8,False
9001331,10,False
9001332,12,False
9001333,7,False
9001334,8,False
9001335,10,False
9001336,8,False
9001337,6,False
9001338,12,False
9001339,6,False
9001340,8,False
9001341,12,False
9001342,8,False
9001343,12,False
9001344,10,False
9001345,12,False
9001346,12,False
9001347,10,False
9001348,10,False
9001349,6,False
9001350,10,False
9001351,12,False
9001352,11,False
9001353,12,False
9001354,8,False
9001355,12,False
9001356,8,False
9001357,10,False
9001358,12,False
9001359,14,False
9001360,8,False
9001361,10,False
9001362,10,False
9001363,9,False
9001364,14,False
9001365,7,False
9001366,12,False
9001367,8,False
9001368,7,False
9001369,10,False
9001370,7,False
9001371,12,False
9001372,8,False
9001373,8,False
9001374,8,False
9001375,10,False
9001376,12,False
9001377,7,False
9001378,9,False
9001379,12,False
9001380,8,False
9001381,12,False
9001382,7,False
9001383,10,False
9001384,14,False
9001385,10,False
9001386,9,False
9001387,12,False
9001388,12,False
9001389,10,False
9001390,4,False
9001391,8,False
9001392,12,False
9001393,12,False
9001394,5,False
9001395,10,False
9001396,12,False
9001397,12,False
9001398,12,False
9001399,10,False
9001400,14,False
9001401,10,False
9001402,9,False
9001403,10,False
9001404,8,False
9001405,9,False
9001406,16,False
9001407,8,False
9001408,10,False
9001409,12,False
9001410,4,False
9001411,12,False
9001412,10,False
9001413,9,False
9001414,8,False
9001415,14,False
9001416,12,False
9001417,12,False
9001418,12,False
9001419,12,False
9001420,10,False
9001421,12,False
9001422,7,False
9001423,12,False
9001424,10,False
9001425,8,False
9001426,7,False
9001427,10,False
9001428,12,False
9001429,8,False
9001430,9,False
9001431,14,False
9001432,14,False
9001433,10,False
9001434,12,False
9001435,8,False
9001436,9,False
9001437,8,False
9001438,11,False
9001439,14,False
9001440,6,False
9001441,12,False
9001442,9,False
9001443,12,False
9001444,10,False
9001445,10,False
9001446,8,False
9001447,14,False
9001448,12,False
9001449,8,False
9001450,7,False
9001451,14,False
9001452,12,False
9001453,7,False
9001454,12,False
9001455,10,False
9001456,7,False
9001457,10,False
9001458,10,False
9001459,12,False
9001460,10,False
9001461,12,False
9001462,12,False
9001463,12,False
9001464,9,False
9001465,6,False
9001466,10,False
9001467,4,False
9001468,12,False
9001469,8,False
9001470,12,False
9001471,6,False
9001472,14,False
9001473,10,False
9001474,7,False
9001475,8,False
9001476,8,False
9001477,7,False
9001478,8,False
9001479,10,False
9001480,11,False
9001481,9,False
9001482,8,False
9001483,7,False
9001484,12,False
9001485,14,False
9001486,12,False
9001487,12,False
9001488,12,False
9001489,7,False
9001490,8,False
9001491,12,False
9001492,9,False
9001493,8,False
9001494,10,False
9001495,8,False
9001496,12,False
9001497,7,False
9001498,10,False
9001499,9,False
9001500,4,False
9001501,8,False
9001502,8,False
9001503,8,False
9001504,12,False
9001505,10,False
9001506,12,False
9001507,12,False
9001508,14,False
9001509,7,False
9001510,11,False
9001511,8,False
9001512,12,False
9001513,8,False
9001514,7,False
9001515,11,False
9001516,14,False
9001517,8,False
9001518,6,False
9001519,12,False
9001520,4,False
9001521,10,False
9001522,9,False
9001523,10,False
9001524,6,False
9001525,9,False
9001526,10,False
9001527,9,False
9001528,9,False
9001529,5,False
9001530,12,False
9001531,9,False
9001532,10,False
9001533,14,False
9001534,14,False
9001535,14,False
9001536,12,False
9001537,12,False
9001538,12,False
9001539,6,False
9001540,9,False
9001541,6,False
9001542,10,False
9001543,6,False
9001544,10,False
9001545,12,False
9001546,10,False
9001547,12,False
9001548,12,False
9001549,7,False
9001550,8,False
9001551,8,False
9001552,7,False
9001553,12,False
9001554,4,False
9001555,9,False
9001556,12,False
9001557,10,False
9001558,12,False
9001559,10,False
9001560,7,False
9001561,5,False
9001562,6,False
9001563,12,False
9001564,12,False
9001565,7,False
9001566,7,False
9001567,4,False
9001568,9,False
9001569,12,False
9001570,11,False
9001571,8,False
9001572,9,False
9001573,4,False
9001574,10,False
9001575,10,False
9001576,10,False
9001577,7,False
9001578,14,False
9001579,10,False
9001580,14,False
9001581,14,False
9001582,10,False
9001583,6,False
9001584,12,False
9001585,10,False
9001586,10,False
9001587,9,False
9001588,10,False
9001589,12,False
9001590,12,False
9001591,7,False
9001592,7,False
9001593,14,False
9001594,12,False
9001595,6,False
9001596,10,False
9001597,10,False
9001598,10,False
9001599,9,False
9001600,10,False
9001601,8,False
9001602,10,False
9001603,14,False
9001604,9,False
9001605,12,False
9001606,8,False
9001607,12,False
9001608,7,False
9001609,12,False
9001610,9,False
9001611,8,False
9001612,10,False
9001613,10,False
9001614,9,False
9001615,12,False
9001616,4,False
9001617,9,False
9001618,10,False
9001619,12,False
9001620,4,False
9001621,7,False
9001622,7,False
9001623,9,False
9001624,8,False
9001625,14,False
9001626,12,False
9001627,14,False
9001628,6,False
9001629,8,False
9001630,4,False
9001631,12,False
9001632,9,False
9001633,10,False
9001634,10,False
9001635,8,False
9001636,10,False
9001637,8,False
9001638,12,False
9001639,14,False
9001640,12,False
9001641,14,False
9001642,10,False
9001643,4,False
9001644,8,False
9001645,12,False
9001646,12,False
9001647,9,False
9001648,10,False
9001649,12,False
9001650,14,False
9001651,6,False
9001652,7,False
9001653,10,False
9001654,10,False
9001655,12,False
9001656,10,False
9001657,8,False
9001658,8,False
9001659,14,False
9001660,12,False
9001661,10,False
9001662,14,False
9001663,9,False
9001664,8,False
9001665,12,False
9001666,12,False
9001667,12,False
9001668,11,False
9001669,10,False
9001670,12,False
9001671,12,False
9001672,10,False
9001673,10,False
9001674,8,False
9001675,8,False
9001676,10,False
9001677,14,False
9001678,10,False
9001679,12,False
9001680,7,False
9001681,8,False
9001682,7,False
9001683,6,False
9001684,9,False
9001685,9,False
9001686,12,False
9001687,9,False
9001688,8,False
9001689,8,False
9001690,12,False
9001691,8,False
9001692,10,False
9001693,8,False
9001694,8,False
9001695,10,False
9001696,16,False
9001697,10,False
9001698,12,False
9001699,12,False
9001700,12,False
9001701,12,False
9001702,12,False
9001703,4,False
9001704,9,False
9001705,9,False
9001706,14,False
9001707,12,False
9001708,8,False
9001709,8,False
9001710,12,False
9001711,10,False
9001712,10,False
9001713,10,False
9001714,8,False
9001715,10,False
9001716,10,False
9001717,8,False
9001718,9,False
9001719,12,False
9001720,10,False
9001721,12,False
9001722,8,False
9001723,12,False
9001724,10,False
9001725,12,False
9001726,10,False
9001727,14,False
9001728,7,False
9001729,11,False
9001730,8,False
9001731,12,False
9001732,8,False
9001733,9,False
9001734,8,False
9001735,12,False
9001736,10,False
9001737,12,False
9001738,10,False
9001739,12,False
9001740,8,False
9001741,10,False
9001742,10,False
9001743,8,False
9001744,8,False
9001745,10,False
9001746,10,False
9001747,6,False
