seed,score,turns,final_regions,final_built_count,final_completed_monuments,turn_complete_arc,turn_complete_senate,turn_complete_pantheon,cnt_top,cnt_conquest,cnt_tribute,cnt_building,cnt_monument,pct_top,pct_conquest,pct_tribute,pct_building,pct_monument,pre_inv1_culture,pre_inv1_military,pre_inv1_industry,pre_inv1_regions,pre_inv2_culture,pre_inv2_military,pre_inv2_industry,pre_inv2_regions,score_group
9100186,16,21,5,3,2,19.0,,,9,4,1,3,4,0.42857142857142855,0.19047619047619047,0.047619047619047616,0.14285714285714285,0.19047619047619047,0,3,2,2,2,6,4,4,16_plus
9100222,16,21,4,3,3,18.0,,20.0,8,3,1,3,6,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.2857142857142857,1,0,0,2,5,8,0,2,16_plus
9100275,16,21,5,3,2,21.0,8.0,,8,4,2,3,4,0.38095238095238093,0.19047619047619047,0.09523809523809523,0.14285714285714285,0.19047619047619047,3,5,1,2,9,2,4,3,16_plus
9100299,16,21,4,4,2,19.0,,,10,3,0,4,4,0.47619047619047616,0.14285714285714285,0.0,0.19047619047619047,0.19047619047619047,0,0,0,2,3,7,4,3,16_plus
9100307,16,21,4,4,2,21.0,,11.0,8,3,2,4,4,0.38095238095238093,0.14285714285714285,0.09523809523809523,0.19047619047619047,0.19047619047619047,1,7,0,2,3,9,1,3,16_plus
9100351,16,21,4,1,4,17.0,19.0,21.0,8,3,1,1,8,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.38095238095238093,6,7,1,2,3,2,1,3,16_plus
9100467,16,21,4,2,3,10.0,8.0,19.0,8,3,1,2,7,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.3333333333333333,0,3,1,1,7,3,1,3,16_plus
9100488,16,21,4,2,3,19.0,,16.0,10,3,0,2,6,0.47619047619047616,0.14285714285714285,0.0,0.09523809523809523,0.2857142857142857,6,5,1,2,9,4,2,3,16_plus
9100513,16,21,4,3,2,17.0,,21.0,11,3,0,3,4,0.5238095238095238,0.14285714285714285,0.0,0.14285714285714285,0.19047619047619047,3,9,1,2,3,9,2,3,16_plus
9100514,16,21,4,1,4,15.0,9.0,21.0,9,3,0,1,8,0.42857142857142855,0.14285714285714285,0.0,0.047619047619047616,0.38095238095238093,5,2,1,2,0,0,0,2,16_plus
9100552,16,21,4,2,3,16.0,,13.0,10,3,0,2,6,0.47619047619047616,0.14285714285714285,0.0,0.09523809523809523,0.2857142857142857,0,2,1,2,4,5,2,3,16_plus
9100563,16,21,5,3,2,19.0,,20.0,9,4,1,3,4,0.42857142857142855,0.19047619047619047,0.047619047619047616,0.14285714285714285,0.19047619047619047,3,8,2,2,9,7,3,4,16_plus
9100579,16,21,3,2,4,20.0,21.0,15.0,8,2,1,2,8,0.38095238095238093,0.09523809523809523,0.047619047619047616,0.09523809523809523,0.38095238095238093,9,3,0,2,9,2,3,3,16_plus
9100583,16,21,4,1,4,20.0,14.0,21.0,8,3,1,1,8,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.38095238095238093,4,8,2,1,5,3,3,3,16_plus
9100598,16,21,5,3,2,20.0,,16.0,9,4,1,3,4,0.42857142857142855,0.19047619047619047,0.047619047619047616,0.14285714285714285,0.19047619047619047,2,5,3,3,2,9,2,4,16_plus
9100628,16,21,3,3,3,20.0,,17.0,8,2,2,3,6,0.38095238095238093,0.09523809523809523,0.09523809523809523,0.14285714285714285,0.2857142857142857,0,1,0,1,3,2,1,3,16_plus
9100664,16,21,4,3,3,17.0,,15.0,8,3,1,3,6,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.2857142857142857,0,3,3,2,1,4,1,2,16_plus
9100673,16,21,3,3,3,17.0,,20.0,10,2,0,3,6,0.47619047619047616,0.09523809523809523,0.0,0.14285714285714285,0.2857142857142857,6,7,2,1,5,2,0,3,16_plus
9100702,16,21,5,2,3,21.0,18.0,15.0,9,4,0,2,6,0.42857142857142855,0.19047619047619047,0.0,0.09523809523809523,0.2857142857142857,5,7,2,2,4,6,0,4,16_plus
9100724,16,21,5,2,3,18.0,,16.0,8,4,0,2,7,0.38095238095238093,0.19047619047619047,0.0,0.09523809523809523,0.3333333333333333,4,1,1,2,6,5,2,3,16_plus
9100741,16,21,4,2,3,17.0,11.0,20.0,8,3,2,2,6,0.38095238095238093,0.14285714285714285,0.09523809523809523,0.09523809523809523,0.2857142857142857,4,4,3,2,2,3,5,3,16_plus
9100742,16,21,4,2,3,18.0,16.0,20.0,8,3,2,2,6,0.38095238095238093,0.14285714285714285,0.09523809523809523,0.09523809523809523,0.2857142857142857,1,4,4,2,6,3,7,3,16_plus
9100744,16,21,4,3,3,18.0,17.0,15.0,8,3,1,3,6,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.2857142857142857,3,4,1,2,6,6,6,3,16_plus
9100745,16,21,4,3,3,19.0,10.0,18.0,8,3,1,3,6,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.2857142857142857,3,5,1,1,8,3,4,3,16_plus
9100749,16,21,3,3,3,20.0,,19.0,8,2,2,3,6,0.38095238095238093,0.09523809523809523,0.09523809523809523,0.14285714285714285,0.2857142857142857,0,0,1,3,1,1,2,3,16_plus
9100786,16,21,4,1,4,16.0,19.0,20.0,8,3,1,1,8,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.38095238095238093,1,3,0,1,9,6,5,3,16_plus
9100787,16,21,4,1,4,17.0,20.0,16.0,9,3,0,1,8,0.42857142857142855,0.14285714285714285,0.0,0.047619047619047616,0.38095238095238093,5,1,1,2,5,3,2,3,16_plus
9100801,16,21,4,2,3,21.0,,17.0,9,3,1,2,6,0.42857142857142855,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.2857142857142857,3,4,2,2,2,2,1,3,16_plus
9100810,16,21,4,2,3,19.0,,17.0,9,3,0,2,7,0.42857142857142855,0.14285714285714285,0.0,0.09523809523809523,0.3333333333333333,1,5,1,2,5,6,2,3,16_plus
9100851,16,21,3,2,4,17.0,18.0,21.0,8,2,1,2,8,0.38095238095238093,0.09523809523809523,0.047619047619047616,0.09523809523809523,0.38095238095238093,4,4,2,2,6,3,0,2,16_plus
9100864,16,21,5,1,3,17.0,12.0,20.0,10,4,0,1,6,0.47619047619047616,0.19047619047619047,0.0,0.047619047619047616,0.2857142857142857,7,5,3,1,9,1,1,3,16_plus
9100902,16,21,3,2,4,19.0,12.0,21.0,9,2,0,2,8,0.42857142857142855,0.09523809523809523,0.0,0.09523809523809523,0.38095238095238093,5,4,2,2,1,0,4,3,16_plus
9100924,16,21,3,3,3,,,18.0,8,2,2,3,6,0.38095238095238093,0.09523809523809523,0.09523809523809523,0.14285714285714285,0.2857142857142857,3,5,3,2,8,2,2,3,16_plus
9101002,16,21,4,2,3,19.0,,16.0,10,3,0,2,6,0.47619047619047616,0.14285714285714285,0.0,0.09523809523809523,0.2857142857142857,1,3,1,2,6,0,1,4,16_plus
9101014,16,21,4,1,3,15.0,,19.0,11,3,0,1,6,0.5238095238095238,0.14285714285714285,0.0,0.047619047619047616,0.2857142857142857,2,3,0,2,2,4,0,3,16_plus
9101044,16,20,4,3,3,15.0,20.0,11.0,8,3,0,3,6,0.4,0.15,0.0,0.15,0.3,1,6,4,1,1,9,1,2,16_plus
9101055,16,21,3,3,3,19.0,,14.0,10,2,0,3,6,0.47619047619047616,0.09523809523809523,0.0,0.14285714285714285,0.2857142857142857,4,2,1,2,3,5,1,3,16_plus
9101064,16,21,5,2,3,21.0,,15.0,8,4,1,2,6,0.38095238095238093,0.19047619047619047,0.047619047619047616,0.09523809523809523,0.2857142857142857,1,6,3,2,5,0,0,4,16_plus
9101083,16,21,5,2,3,16.0,17.0,21.0,8,4,1,2,6,0.38095238095238093,0.19047619047619047,0.047619047619047616,0.09523809523809523,0.2857142857142857,2,8,3,1,9,9,2,3,16_plus
9101088,16,21,4,3,2,15.0,,16.0,11,3,0,3,4,0.5238095238095238,0.14285714285714285,0.0,0.14285714285714285,0.19047619047619047,3,8,4,1,1,9,1,3,16_plus
9101093,16,21,4,2,3,18.0,16.0,20.0,10,3,0,2,6,0.47619047619047616,0.14285714285714285,0.0,0.09523809523809523,0.2857142857142857,0,7,1,1,3,8,6,2,16_plus
9101124,16,21,3,2,4,21.0,19.0,20.0,7,3,1,2,8,0.3333333333333333,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.38095238095238093,1,5,1,2,3,1,1,4,16_plus
9101130,16,21,4,2,3,21.0,,20.0,7,3,1,2,8,0.3333333333333333,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.38095238095238093,1,1,1,2,3,4,2,2,16_plus
9101148,16,21,4,2,4,15.0,19.0,21.0,8,3,0,2,8,0.38095238095238093,0.14285714285714285,0.0,0.09523809523809523,0.38095238095238093,3,3,3,2,6,6,1,3,16_plus
9101173,16,21,4,3,3,,8.0,21.0,8,3,1,3,6,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.2857142857142857,4,2,2,2,5,2,0,2,16_plus
9101220,16,21,4,2,3,20.0,,15.0,10,3,0,2,6,0.47619047619047616,0.14285714285714285,0.0,0.09523809523809523,0.2857142857142857,5,2,0,2,2,3,3,3,16_plus
9101250,16,21,4,3,3,,10.0,17.0,8,3,1,3,6,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.2857142857142857,1,4,1,2,3,1,3,3,16_plus
9101261,16,21,5,1,3,20.0,11.0,16.0,9,4,1,1,6,0.42857142857142855,0.19047619047619047,0.047619047619047616,0.047619047619047616,0.2857142857142857,1,6,3,2,3,3,1,2,16_plus
9101306,16,21,4,2,3,21.0,11.0,17.0,9,3,1,2,6,0.42857142857142855,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.2857142857142857,1,0,0,3,6,1,2,4,16_plus
9101314,16,21,5,1,3,21.0,11.0,17.0,10,4,0,1,6,0.47619047619047616,0.19047619047619047,0.0,0.047619047619047616,0.2857142857142857,3,1,3,2,7,4,2,3,16_plus
9101330,16,21,4,3,3,20.0,16.0,,8,3,1,3,6,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.2857142857142857,4,5,3,2,3,2,8,3,16_plus
9101339,16,21,3,3,3,12.0,,18.0,8,2,1,3,7,0.38095238095238093,0.09523809523809523,0.047619047619047616,0.14285714285714285,0.3333333333333333,1,4,2,2,1,0,0,3,16_plus
9101348,16,21,5,1,3,18.0,19.0,,10,4,0,1,6,0.47619047619047616,0.19047619047619047,0.0,0.047619047619047616,0.2857142857142857,1,3,1,2,2,5,2,4,16_plus
9101351,16,21,6,1,3,20.0,11.0,,8,5,1,1,6,0.38095238095238093,0.23809523809523808,0.047619047619047616,0.047619047619047616,0.2857142857142857,5,6,1,2,2,0,3,4,16_plus
9101368,16,21,5,3,2,20.0,12.0,,8,4,2,3,4,0.38095238095238093,0.19047619047619047,0.09523809523809523,0.14285714285714285,0.19047619047619047,4,4,3,2,1,0,3,3,16_plus
9101376,16,21,4,3,2,19.0,,9.0,11,3,0,3,4,0.5238095238095238,0.14285714285714285,0.0,0.14285714285714285,0.19047619047619047,1,4,1,2,2,7,1,3,16_plus
9101408,16,21,4,3,3,16.0,20.0,,8,3,1,3,6,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.2857142857142857,4,6,1,2,1,3,2,3,16_plus
9101447,16,21,4,2,3,19.0,17.0,13.0,10,3,0,2,6,0.47619047619047616,0.14285714285714285,0.0,0.09523809523809523,0.2857142857142857,3,4,1,2,0,1,0,3,16_plus
9101481,16,21,4,3,3,21.0,,14.0,8,3,1,3,6,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.2857142857142857,1,3,2,2,4,9,4,2,16_plus
9101482,16,21,5,1,3,17.0,9.0,19.0,10,4,0,1,6,0.47619047619047616,0.19047619047619047,0.0,0.047619047619047616,0.2857142857142857,6,6,2,2,9,6,2,3,16_plus
9101494,16,21,5,1,3,20.0,13.0,21.0,9,4,1,1,6,0.42857142857142855,0.19047619047619047,0.047619047619047616,0.047619047619047616,0.2857142857142857,6,4,3,2,6,2,3,3,16_plus
9101528,16,21,4,1,3,21.0,,18.0,11,3,0,1,6,0.5238095238095238,0.14285714285714285,0.0,0.047619047619047616,0.2857142857142857,0,3,1,2,4,3,6,3,16_plus
9101543,16,21,3,3,3,19.0,,12.0,8,3,1,3,6,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.2857142857142857,1,5,4,2,4,2,1,4,16_plus
9101548,16,21,4,3,3,20.0,,17.0,9,3,0,3,6,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,4,3,4,2,7,4,5,3,16_plus
9101570,16,21,4,3,3,18.0,17.0,,8,3,1,3,6,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.2857142857142857,1,0,0,3,1,2,1,3,16_plus
9101590,16,21,4,2,3,13.0,20.0,18.0,10,3,0,2,6,0.47619047619047616,0.14285714285714285,0.0,0.09523809523809523,0.2857142857142857,6,5,1,1,2,4,1,3,16_plus
9101599,16,21,4,2,3,16.0,20.0,11.0,10,3,0,2,6,0.47619047619047616,0.14285714285714285,0.0,0.09523809523809523,0.2857142857142857,7,5,2,2,1,6,1,2,16_plus
9101608,16,21,5,2,3,20.0,19.0,13.0,8,4,1,2,6,0.38095238095238093,0.19047619047619047,0.047619047619047616,0.09523809523809523,0.2857142857142857,0,9,0,1,4,8,0,4,16_plus
9101625,16,21,4,4,2,18.0,,10.0,10,3,0,4,4,0.47619047619047616,0.14285714285714285,0.0,0.19047619047619047,0.19047619047619047,0,4,1,2,4,3,4,3,16_plus
9101663,16,21,3,3,3,21.0,,16.0,10,2,0,3,6,0.47619047619047616,0.09523809523809523,0.0,0.14285714285714285,0.2857142857142857,5,0,1,2,6,0,4,3,16_plus
9101679,16,21,4,2,3,19.0,8.0,17.0,10,3,0,2,6,0.47619047619047616,0.14285714285714285,0.0,0.09523809523809523,0.2857142857142857,4,4,0,2,4,5,0,3,16_plus
9101759,16,21,4,3,2,17.0,,20.0,10,3,1,3,4,0.47619047619047616,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.19047619047619047,4,2,3,2,8,9,6,3,16_plus
9101788,16,21,4,2,3,17.0,20.0,13.0,10,3,0,2,6,0.47619047619047616,0.14285714285714285,0.0,0.09523809523809523,0.2857142857142857,0,4,0,2,1,5,0,3,16_plus
9101799,16,21,4,1,4,19.0,14.0,21.0,9,3,0,1,8,0.42857142857142855,0.14285714285714285,0.0,0.047619047619047616,0.38095238095238093,4,5,0,2,4,0,2,4,16_plus
9101822,16,21,4,1,4,16.0,19.0,20.0,9,3,0,1,8,0.42857142857142855,0.14285714285714285,0.0,0.047619047619047616,0.38095238095238093,3,3,0,2,6,1,1,3,16_plus
9101855,16,21,4,2,3,19.0,,12.0,9,3,1,2,6,0.42857142857142855,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.2857142857142857,3,5,2,2,0,4,1,3,16_plus
9101867,16,21,4,2,3,14.0,,21.0,10,3,0,2,6,0.47619047619047616,0.14285714285714285,0.0,0.09523809523809523,0.2857142857142857,2,2,0,2,3,3,0,2,16_plus
9101871,16,21,4,2,3,16.0,14.0,19.0,9,3,1,2,6,0.42857142857142855,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.2857142857142857,3,5,3,2,3,0,5,4,16_plus
9101887,16,21,4,3,3,,20.0,19.0,8,3,1,3,6,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.2857142857142857,6,6,2,2,1,2,2,3,16_plus
9101897,16,21,5,3,2,17.0,10.0,,9,4,1,3,4,0.42857142857142855,0.19047619047619047,0.047619047619047616,0.14285714285714285,0.19047619047619047,3,2,1,2,5,1,1,4,16_plus
9101918,16,21,4,2,3,17.0,,21.0,8,3,2,2,6,0.38095238095238093,0.14285714285714285,0.09523809523809523,0.09523809523809523,0.2857142857142857,7,4,2,2,5,3,4,3,16_plus
9101950,16,21,3,2,4,16.0,,18.0,7,2,2,2,8,0.3333333333333333,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.38095238095238093,9,5,1,2,6,2,5,3,16_plus
9101952,16,21,4,1,3,19.0,,21.0,10,3,1,1,6,0.47619047619047616,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.2857142857142857,1,2,1,2,0,7,1,2,16_plus
9101955,16,21,4,2,3,17.0,,18.0,10,3,0,2,6,0.47619047619047616,0.14285714285714285,0.0,0.09523809523809523,0.2857142857142857,0,4,3,2,1,2,3,3,16_plus
9101965,16,21,4,2,3,14.0,,11.0,10,3,0,2,6,0.47619047619047616,0.14285714285714285,0.0,0.09523809523809523,0.2857142857142857,1,3,0,2,1,8,2,3,16_plus
9101974,16,21,5,3,2,21.0,14.0,,7,4,3,3,4,0.3333333333333333,0.19047619047619047,0.14285714285714285,0.14285714285714285,0.19047619047619047,7,3,3,3,9,0,7,4,16_plus
9102007,16,21,4,3,3,17.0,15.0,,8,3,1,3,6,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.2857142857142857,1,4,1,2,7,2,2,4,16_plus
9102085,16,21,4,3,2,19.0,,14.0,10,3,1,3,4,0.47619047619047616,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.19047619047619047,1,6,1,2,4,8,5,3,16_plus
9102135,16,21,4,3,3,14.0,,15.0,8,3,1,3,6,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.2857142857142857,7,6,1,2,4,7,2,3,16_plus
9102142,16,21,3,3,3,18.0,,21.0,10,2,0,3,6,0.47619047619047616,0.09523809523809523,0.0,0.14285714285714285,0.2857142857142857,3,4,0,2,2,6,0,2,16_plus
9102150,16,21,5,3,2,17.0,,19.0,9,4,0,3,5,0.42857142857142855,0.19047619047619047,0.0,0.14285714285714285,0.23809523809523808,4,3,1,2,1,2,1,4,16_plus
9102166,16,21,5,3,2,18.0,,17.0,10,4,0,3,4,0.47619047619047616,0.19047619047619047,0.0,0.14285714285714285,0.19047619047619047,1,9,1,1,4,8,0,3,16_plus
9102174,16,21,4,2,3,20.0,,10.0,9,3,1,2,6,0.42857142857142855,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.2857142857142857,3,8,2,2,3,6,4,4,16_plus
9102197,16,21,6,3,2,15.0,,,9,5,0,3,4,0.42857142857142855,0.23809523809523808,0.0,0.14285714285714285,0.19047619047619047,1,9,2,2,4,3,2,5,16_plus
9102220,16,21,4,2,3,20.0,,21.0,10,3,0,2,6,0.47619047619047616,0.14285714285714285,0.0,0.09523809523809523,0.2857142857142857,2,6,1,2,4,7,1,2,16_plus
9102222,16,21,4,2,3,18.0,,15.0,9,3,1,2,6,0.42857142857142855,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.2857142857142857,1,7,3,1,6,3,2,3,16_plus
9102307,16,21,4,3,3,15.0,20.0,19.0,9,3,0,3,6,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,4,4,4,2,5,9,1,2,16_plus
9102342,16,21,4,2,3,17.0,,19.0,9,3,1,2,6,0.42857142857142855,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.2857142857142857,5,7,2,2,4,4,0,3,16_plus
9102375,16,21,4,2,3,17.0,13.0,14.0,9,3,1,2,6,0.42857142857142855,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.2857142857142857,9,2,0,2,6,0,2,3,16_plus
9102380,16,21,5,3,3,15.0,18.0,,8,4,0,3,6,0.38095238095238093,0.19047619047619047,0.0,0.14285714285714285,0.2857142857142857,3,8,2,2,3,8,1,4,16_plus
9102383,16,21,5,2,2,19.0,,11.0,9,4,1,2,5,0.42857142857142855,0.19047619047619047,0.047619047619047616,0.09523809523809523,0.23809523809523808,0,7,1,2,2,6,2,4,16_plus
9102393,16,21,4,3,3,19.0,,12.0,8,4,0,3,6,0.38095238095238093,0.19047619047619047,0.0,0.14285714285714285,0.2857142857142857,0,1,2,2,4,9,0,2,16_plus
9102405,16,21,5,1,3,17.0,14.0,16.0,10,4,0,1,6,0.47619047619047616,0.19047619047619047,0.0,0.047619047619047616,0.2857142857142857,2,1,1,2,3,9,1,3,16_plus
9102409,16,21,5,3,2,17.0,9.0,,8,4,2,3,4,0.38095238095238093,0.19047619047619047,0.09523809523809523,0.14285714285714285,0.19047619047619047,0,0,1,3,5,0,1,4,16_plus
9102419,16,21,4,1,4,20.0,18.0,17.0,7,3,2,1,8,0.3333333333333333,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.38095238095238093,6,0,1,2,3,3,2,3,16_plus
9102424,16,21,4,4,2,14.0,,17.0,10,3,0,4,4,0.47619047619047616,0.14285714285714285,0.0,0.19047619047619047,0.19047619047619047,1,4,1,2,9,8,1,3,16_plus
9102426,16,21,4,2,3,20.0,,17.0,9,3,1,2,6,0.42857142857142855,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.2857142857142857,0,0,2,3,7,2,3,3,16_plus
9102430,16,21,6,3,2,19.0,10.0,,7,5,2,3,4,0.3333333333333333,0.23809523809523808,0.09523809523809523,0.14285714285714285,0.19047619047619047,4,2,3,3,9,0,6,4,16_plus
9102458,16,21,5,3,2,21.0,11.0,,10,4,0,3,4,0.47619047619047616,0.19047619047619047,0.0,0.14285714285714285,0.19047619047619047,9,5,2,2,8,6,0,2,16_plus
9102490,16,21,5,3,2,19.0,,,9,4,1,3,4,0.42857142857142855,0.19047619047619047,0.047619047619047616,0.14285714285714285,0.19047619047619047,3,4,0,1,0,6,7,2,16_plus
9102517,16,21,4,1,4,18.0,12.0,21.0,8,3,1,1,8,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.38095238095238093,3,4,1,2,6,1,4,3,16_plus
9102528,16,21,4,3,3,,11.0,16.0,9,3,0,3,6,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,4,5,1,2,6,4,2,3,16_plus
9102547,16,21,5,1,3,14.0,13.0,18.0,9,4,0,1,7,0.42857142857142855,0.19047619047619047,0.0,0.047619047619047616,0.3333333333333333,4,2,0,2,6,1,0,3,16_plus
9102575,16,21,4,2,3,17.0,14.0,19.0,8,3,2,2,6,0.38095238095238093,0.14285714285714285,0.09523809523809523,0.09523809523809523,0.2857142857142857,2,3,1,2,8,6,7,4,16_plus
9102594,16,21,3,3,3,17.0,11.0,14.0,10,2,0,3,6,0.47619047619047616,0.09523809523809523,0.0,0.14285714285714285,0.2857142857142857,3,0,1,3,4,2,1,3,16_plus
9102610,16,21,4,2,3,14.0,,20.0,10,3,0,2,6,0.47619047619047616,0.14285714285714285,0.0,0.09523809523809523,0.2857142857142857,1,3,2,3,3,4,1,3,16_plus
9102611,16,21,3,3,3,,16.0,19.0,10,2,0,3,6,0.47619047619047616,0.09523809523809523,0.0,0.14285714285714285,0.2857142857142857,5,5,0,1,8,6,5,2,16_plus
9102630,16,21,4,3,3,15.0,,19.0,9,3,0,3,6,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0,1,0,2,6,4,4,4,16_plus
9102679,16,21,5,3,3,21.0,9.0,,8,4,0,3,6,0.38095238095238093,0.19047619047619047,0.0,0.14285714285714285,0.2857142857142857,4,2,4,2,4,0,9,3,16_plus
9102688,16,21,4,3,3,20.0,,13.0,9,3,0,3,6,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,3,3,0,1,1,4,0,3,16_plus
9102792,16,21,5,2,3,13.0,19.0,21.0,8,4,1,2,6,0.38095238095238093,0.19047619047619047,0.047619047619047616,0.09523809523809523,0.2857142857142857,1,6,0,1,1,0,0,4,16_plus
9102800,16,21,4,2,3,17.0,19.0,9.0,9,3,1,2,6,0.42857142857142855,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.2857142857142857,1,4,1,2,1,3,4,3,16_plus
9102853,16,21,4,2,3,19.0,10.0,14.0,9,3,1,2,6,0.42857142857142855,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.2857142857142857,4,2,3,3,7,3,2,3,16_plus
9102862,16,21,4,2,3,15.0,,17.0,10,3,0,2,6,0.47619047619047616,0.14285714285714285,0.0,0.09523809523809523,0.2857142857142857,1,6,4,2,6,4,1,3,16_plus
9102886,16,21,4,2,3,15.0,,16.0,8,3,1,2,7,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.3333333333333333,7,4,3,2,4,3,1,3,16_plus
9102895,16,21,5,3,2,19.0,,,9,4,1,3,4,0.42857142857142855,0.19047619047619047,0.047619047619047616,0.14285714285714285,0.19047619047619047,2,5,0,1,0,3,1,4,16_plus
9102938,16,21,3,3,3,19.0,18.0,15.0,9,2,1,3,6,0.42857142857142855,0.09523809523809523,0.047619047619047616,0.14285714285714285,0.2857142857142857,4,6,2,2,5,4,4,3,16_plus
