seed,score,lost
2000514,8,False
2000515,8,False
2000516,10,False
2000517,0,True
2000518,8,False
2000519,0,True
2000520,10,False
2000521,12,False
2000522,8,False
2000523,0,True
2000524,10,False
2000525,8,False
2000526,0,True
2000527,0,True
2000528,6,False
2000529,14,False
2000530,8,False
2000531,14,False
2000532,10,False
2000533,0,True
2000534,12,False
2000535,8,False
2000536,14,False
2000537,8,False
2000538,10,False
2000539,0,True
2000540,10,False
2000541,0,True
2000542,10,False
2000543,8,False
2000544,4,False
2000545,8,False
2000546,7,False
2000547,0,True
2000548,0,True
2000549,6,False
2000550,12,False
2000551,0,True
2000552,8,False
2000553,6,False
2000554,8,False
2000555,8,False
2000556,8,False
2000557,12,False
2000558,0,True
2000559,0,True
2000560,7,False
2000561,8,False
2000562,0,True
2000563,8,False
2000564,10,False
2000565,0,True
2000566,14,False
2000567,0,True
2000568,0,True
2000569,8,False
2000570,8,False
2000571,12,False
2000572,0,True
2000573,6,False
2000574,8,False
2000575,10,False
2000576,8,False
2000577,10,False
2000578,10,False
2000579,0,True
2000580,10,False
2000581,10,False
2000582,6,False
2000583,10,False
2000584,12,False
2000585,0,True
2000586,9,False
2000587,10,False
2000588,0,True
2000589,5,False
2000590,7,False
2000591,0,True
2000592,8,False
2000593,0,True
2000594,0,True
2000595,8,False
2000596,12,False
2000597,8,False
2000598,8,False
2000599,7,False
2000600,0,True
2000601,10,False
2000602,12,False
2000603,8,False
2000604,8,False
2000605,0,True
2000606,12,False
2000607,0,True
2000608,12,False
2000609,8,False
2000610,0,True
2000611,10,False
2000612,0,True
2000613,6,False
2000614,8,False
2000615,10,False
2000616,10,False
2000617,0,True
2000618,6,False
2000619,10,False
2000620,0,True
2000621,10,False
2000622,7,False
2000623,10,False
2000624,7,False
2000625,8,False
2000626,0,True
2000627,0,True
2000628,12,False
2000629,8,False
2000630,9,False
2000631,10,False
2000632,12,False
2000633,0,True
2000634,0,True
2000635,5,False
2000636,10,False
2000637,6,False
2000638,14,False
2000639,10,False
2000640,8,False
2000641,0,True
2000642,8,False
2000643,6,False
2000644,0,True
2000645,6,False
2000646,0,True
2000647,10,False
2000648,10,False
2000649,8,False
2000650,4,False
2000651,6,False
2000652,10,False
2000653,0,True
2000654,8,False
2000655,14,False
2000656,10,False
2000657,0,True
2000658,8,False
2000659,0,True
2000660,7,False
2000661,10,False
2000662,10,False
2000663,12,False
2000664,8,False
2000665,10,False
2000666,10,False
2000667,12,False
2000668,10,False
2000669,0,True
2000670,5,False
2000671,8,False
2000672,9,False
2000673,10,False
2000674,12,False
2000675,0,True
2000676,0,True
2000677,10,False
2000678,0,True
2000679,10,False
2000680,0,True
2000681,8,False
2000682,6,False
2000683,8,False
2000684,10,False
2000685,10,False
2000686,8,False
2000687,0,True
2000688,0,True
2000689,12,False
2000690,12,False
2000691,12,False
2000692,8,False
2000693,0,True
2000694,10,False
2000695,8,False
2000696,8,False
2000697,10,False
2000698,0,True
2000699,0,True
2000700,7,False
2000701,12,False
2000702,0,True
2000703,12,False
2000704,10,False
2000705,10,False
2000706,12,False
2000707,10,False
2000708,10,False
2000709,8,False
2000710,10,False
2000711,10,False
2000712,10,False
2000713,0,True
2000714,10,False
2000715,0,True
2000716,4,False
2000717,12,False
2000718,14,False
2000719,0,True
2000720,8,False
2000721,0,True
2000722,10,False
2000723,0,True
2000724,0,True
2000725,0,True
2000726,10,False
2000727,0,True
2000728,8,False
2000729,0,True
2000730,6,False
2000731,0,True
2000732,0,True
2000733,0,True
2000734,0,True
2000735,10,False
2000736,0,True
2000737,0,True
2000738,7,False
2000739,0,True
2000740,12,False
2000741,6,False
2000742,0,True
2000743,0,True
2000744,0,True
2000745,10,False
2000746,0,True
2000747,12,False
2000748,0,True
2000749,0,True
2000750,10,False
2000751,0,True
2000752,0,True
2000753,0,True
2000754,12,False
2000755,6,False
2000756,10,False
2000757,0,True
2000758,6,False
2000759,8,False
2000760,0,True
2000761,6,False
2000762,8,False
2000763,8,False
2000764,10,False
2000765,10,False
2000766,8,False
2000767,8,False
2000768,6,False
2000769,12,False
2000770,10,False
2000771,6,False
2000772,8,False
2000773,9,False
2000774,6,False
2000775,8,False
2000776,0,True
2000777,10,False
2000778,8,False
2000779,0,True
2000780,10,False
2000781,0,True
2000782,10,False
2000783,10,False
2000784,6,False
2000785,10,False
2000786,7,False
2000787,6,False
2000788,0,True
2000789,6,False
2000790,0,True
2000791,10,False
2000792,0,True
2000793,7,False
2000794,8,False
2000795,10,False
2000796,8,False
2000797,12,False
2000798,8,False
2000799,10,False
2000800,0,True
2000801,8,False
2000802,8,False
2000803,8,False
2000804,0,True
2000805,0,True
2000806,10,False
2000807,8,False
2000808,12,False
2000809,9,False
2000810,10,False
2000811,12,False
2000812,12,False
2000813,0,True
2000814,0,True
2000815,0,True
2000816,12,False
2000817,8,False
2000818,12,False
2000819,10,False
2000820,10,False
2000821,10,False
2000822,6,False
2000823,9,False
2000824,0,True
2000825,8,False
2000826,10,False
2000827,10,False
2000828,0,True
2000829,10,False
2000830,4,False
2000831,12,False
2000832,12,False
2000833,8,False
2000834,8,False
2000835,9,False
2000836,10,False
2000837,14,False
2000838,0,True
2000839,8,False
2000840,0,True
2000841,12,False
2000842,6,False
2000843,0,True
2000844,0,True
2000845,12,False
2000846,12,False
2000847,0,True
2000848,14,False
2000849,7,False
2000850,12,False
2000851,12,False
2000852,6,False
2000853,10,False
2000854,8,False
2000855,0,True
2000856,14,False
2000857,8,False
2000858,12,False
2000859,8,False
2000860,6,False
2000861,6,False
2000862,0,True
2000863,6,False
2000864,8,False
2000865,8,False
2000866,8,False
2000867,0,True
2000868,10,False
2000869,0,True
2000870,9,False
2000871,10,False
2000872,10,False
2000873,12,False
2000874,6,False
2000875,14,False
2000876,8,False
2000877,12,False
2000878,10,False
2000879,10,False
2000880,0,True
2000881,10,False
2000882,0,True
2000883,0,True
2000884,8,False
2000885,10,False
2000886,12,False
2000887,0,True
2000888,6,False
2000889,10,False
2000890,0,True
2000891,9,False
2000892,0,True
2000893,0,True
2000894,9,False
2000895,12,False
2000896,10,False
2000897,8,False
2000898,14,False
2000899,12,False
2000900,0,True
2000901,6,False
2000902,10,False
2000903,10,False
2000904,6,False
2000905,12,False
2000906,0,True
2000907,12,False
2000908,9,False
2000909,5,False
2000910,7,False
2000911,12,False
2000912,8,False
2000913,8,False
2000914,8,False
2000915,8,False
2000916,8,False
2000917,0,True
2000918,12,False
2000919,0,True
2000920,0,True
2000921,10,False
2000922,10,False
2000923,10,False
2000924,7,False
2000925,10,False
2000926,10,False
2000927,8,False
2000928,0,True
2000929,8,False
2000930,0,True
2000931,0,True
2000932,0,True
2000933,10,False
2000934,8,False
2000935,0,True
2000936,12,False
2000937,8,False
2000938,8,False
2000939,12,False
2000940,0,True
2000941,8,False
2000942,12,False
2000943,8,False
2000944,6,False
2000945,8,False
2000946,10,False
2000947,0,True
2000948,6,False
2000949,8,False
2000950,8,False
2000951,10,False
2000952,8,False
2000953,6,False
2000954,10,False
2000955,8,False
2000956,0,True
2000957,0,True
2000958,9,False
2000959,8,False
2000960,7,False
2000961,10,False
2000962,6,False
2000963,14,False
2000964,9,False
2000965,0,True
2000966,6,False
2000967,10,False
2000968,10,False
2000969,12,False
2000970,0,True
2000971,10,False
2000972,6,False
2000973,8,False
2000974,0,True
2000975,10,False
2000976,10,False
2000977,6,False
2000978,8,False
2000979,8,False
2000980,8,False
2000981,12,False
2000982,0,True
2000983,12,False
2000984,10,False
2000985,8,False
2000986,12,False
2000987,8,False
2000988,8,False
2000989,8,False
2000990,7,False
2000991,0,True
2000992,5,False
2000993,8,False
2000994,4,False
2000995,0,True
2000996,12,False
2000997,0,True
2000998,0,True
2000999,14,False
2001000,8,False
2001001,8,False
2001002,4,False
2001003,8,False
2001004,7,False
2001005,8,False
2001006,0,True
2001007,10,False
2001008,0,True
2001009,10,False
2001010,0,True
2001011,6,False
2001012,8,False
2001013,0,True
2001014,10,False
2001015,12,False
2001016,0,True
2001017,10,False
2001018,10,False
2001019,8,False
2001020,8,False
2001021,0,True
2001022,0,True
2001023,0,True
2001024,10,False
2001025,14,False
2001026,7,False
2001027,10,False
2001028,10,False
2001029,8,False
2001030,0,True
2001031,8,False
2001032,0,True
2001033,0,True
2001034,7,False
2001035,8,False
2001036,8,False
2001037,0,True
2001038,8,False
2001039,10,False
2001040,0,True
2001041,10,False
2001042,8,False
2001043,0,True
2001044,0,True
2001045,0,True
2001046,0,True
2001047,0,True
2001048,10,False
2001049,0,True
2001050,0,True
2001051,10,False
2001052,0,True
2001053,0,True
2001054,10,False
2001055,8,False
2001056,10,False
2001057,8,False
2001058,0,True
2001059,0,True
2001060,7,False
2001061,0,True
2001062,0,True
2001063,0,True
2001064,10,False
2001065,0,True
2001066,14,False
2001067,0,True
2001068,0,True
2001069,12,False
2001070,0,True
2001071,10,False
2001072,6,False
2001073,8,False
2001074,10,False
2001075,10,False
2001076,8,False
2001077,14,False
2001078,0,True
2001079,10,False
2001080,0,True
2001081,12,False
2001082,12,False
2001083,8,False
2001084,10,False
2001085,9,False
2001086,6,False
2001087,6,False
2001088,8,False
2001089,8,False
2001090,12,False
2001091,12,False
2001092,8,False
2001093,12,False
2001094,0,True
2001095,8,False
2001096,7,False
2001097,0,True
2001098,0,True
2001099,0,True
2001100,10,False
2001101,14,False
2001102,0,True
2001103,6,False
2001104,10,False
2001105,8,False
2001106,8,False
2001107,0,True
2001108,8,False
2001109,8,False
2001110,0,True
2001111,8,False
2001112,8,False
2001113,14,False
2001114,8,False
2001115,7,False
2001116,0,True
2001117,12,False
2001118,0,True
2001119,6,False
2001120,14,False
2001121,8,False
2001122,0,True
2001123,14,False
2001124,9,False
2001125,8,False
2001126,6,False
2001127,6,False
2001128,8,False
2001129,0,True
2001130,7,False
2001131,7,False
2001132,10,False
2001133,0,True
2001134,8,False
2001135,0,True
2001136,12,False
2001137,0,True
2001138,0,True
2001139,8,False
2001140,0,True
2001141,10,False
2001142,8,False
2001143,7,False
2001144,8,False
2001145,8,False
2001146,6,False
2001147,0,True
2001148,10,False
2001149,10,False
2001150,6,False
2001151,8,False
2001152,6,False
2001153,10,False
2001154,8,False
2001155,6,False
2001156,12,False
2001157,8,False
2001158,0,True
2001159,8,False
2001160,12,False
2001161,0,True
2001162,14,False
2001163,12,False
2001164,8,False
2001165,8,False
2001166,10,False
2001167,8,False
2001168,0,True
2001169,8,False
2001170,6,False
2001171,7,False
2001172,10,False
2001173,8,False
2001174,10,False
2001175,10,False
2001176,10,False
2001177,0,True
2001178,12,False
2001179,10,False
2001180,9,False
2001181,0,True
2001182,6,False
2001183,8,False
2001184,8,False
2001185,10,False
2001186,8,False
2001187,0,True
2001188,4,False
2001189,8,False
2001190,12,False
2001191,0,True
2001192,8,False
2001193,8,False
2001194,6,False
2001195,10,False
2001196,0,True
2001197,10,False
2001198,6,False
2001199,0,True
2001200,0,True
2001201,8,False
2001202,0,True
2001203,10,False
2001204,6,False
2001205,12,False
2001206,0,True
2001207,10,False
2001208,6,False
2001209,0,True
2001210,6,False
2001211,8,False
2001212,10,False
2001213,8,False
2001214,0,True
2001215,9,False
2001216,10,False
2001217,0,True
2001218,0,True
2001219,8,False
2001220,12,False
2001221,8,False
2001222,8,False
2001223,7,False
2001224,0,True
2001225,0,True
2001226,0,True
2001227,0,True
2001228,10,False
2001229,0,True
2001230,10,False
2001231,6,False
2001232,8,False
2001233,8,False
2001234,0,True
2001235,12,False
2001236,8,False
2001237,14,False
2001238,8,False
2001239,0,True
2001240,0,True
2001241,0,True
2001242,8,False
2001243,8,False
2001244,8,False
2001245,10,False
2001246,10,False
2001247,12,False
2001248,10,False
2001249,8,False
2001250,14,False
2001251,10,False
2001252,14,False
2001253,0,True
2001254,0,True
2001255,0,True
2001256,6,False
2001257,12,False
2001258,0,True
2001259,6,False
2001260,10,False
2001261,8,False
2001262,8,False
2001263,10,False
2001264,10,False
2001265,0,True
2001266,0,True
2001267,6,False
2001268,6,False
2001269,7,False
2001270,12,False
2001271,0,True
2001272,0,True
2001273,10,False
2001274,8,False
2001275,8,False
2001276,7,False
2001277,10,False
2001278,0,True
2001279,12,False
2001280,0,True
2001281,0,True
2001282,8,False
2001283,8,False
2001284,0,True
2001285,12,False
2001286,8,False
2001287,0,True
2001288,6,False
2001289,8,False
2001290,8,False
2001291,6,False
2001292,0,True
2001293,0,True
2001294,0,True
2001295,10,False
2001296,8,False
2001297,9,False
2001298,6,False
2001299,8,False
2001300,7,False
2001301,8,False
2001302,8,False
2001303,10,False
2001304,0,True
2001305,8,False
2001306,10,False
2001307,10,False
2001308,0,True
2001309,0,True
2001310,10,False
2001311,6,False
2001312,0,True
2001313,8,False
2001314,8,False
2001315,14,False
2001316,6,False
2001317,0,True
2001318,14,False
2001319,0,True
2001320,0,True
2001321,4,False
2001322,0,True
2001323,14,False
2001324,0,True
2001325,10,False
2001326,6,False
2001327,7,False
2001328,10,False
2001329,8,False
2001330,0,True
2001331,6,False
2001332,8,False
2001333,0,True
2001334,6,False
2001335,8,False
2001336,8,False
2001337,14,False
2001338,8,False
2001339,6,False
2001340,10,False
2001341,7,False
2001342,0,True
2001343,10,False
2001344,0,True
2001345,12,False
2001346,0,True
2001347,0,True
2001348,8,False
2001349,10,False
2001350,6,False
2001351,0,True
2001352,0,True
2001353,10,False
2001354,0,True
2001355,10,False
2001356,8,False
2001357,6,False
2001358,8,False
2001359,8,False
2001360,0,True
2001361,10,False
2001362,14,False
2001363,10,False
2001364,0,True
2001365,10,False
2001366,8,False
2001367,11,False
2001368,10,False
2001369,12,False
2001370,8,False
2001371,10,False
2001372,6,False
2001373,12,False
2001374,10,False
2001375,12,False
2001376,8,False
2001377,9,False
2001378,0,True
2001379,0,True
2001380,0,True
2001381,9,False
2001382,8,False
2001383,0,True
2001384,8,False
2001385,12,False
2001386,8,False
2001387,6,False
2001388,8,False
2001389,6,False
2001390,10,False
2001391,0,True
2001392,8,False
2001393,10,False
2001394,9,False
2001395,0,True
2001396,0,True
2001397,0,True
2001398,0,True
2001399,12,False
2001400,0,True
2001401,10,False
2001402,0,True
2001403,9,False
2001404,7,False
2001405,0,True
2001406,0,True
2001407,0,True
2001408,8,False
2001409,10,False
2001410,10,False
2001411,10,False
2001412,10,False
2001413,10,False
2001414,8,False
2001415,0,True
2001416,0,True
2001417,12,False
2001418,8,False
2001419,10,False
2001420,8,False
2001421,0,True
2001422,8,False
2001423,10,False
2001424,8,False
2001425,8,False
2001426,10,False
2001427,0,True
2001428,10,False
2001429,0,True
2001430,16,False
2001431,10,False
2001432,0,True
2001433,8,False
2001434,6,False
2001435,8,False
2001436,10,False
2001437,0,True
2001438,10,False
2001439,14,False
2001440,8,False
2001441,10,False
2001442,0,True
2001443,8,False
2001444,8,False
2001445,6,False
2001446,0,True
2001447,0,True
2001448,9,False
2001449,12,False
2001450,10,False
2001451,12,False
2001452,6,False
2001453,8,False
2001454,10,False
2001455,12,False
2001456,6,False
2001457,0,True
2001458,0,True
2001459,6,False
2001460,10,False
2001461,8,False
2001462,0,True
2001463,10,False
2001464,0,True
2001465,0,True
2001466,0,True
2001467,8,False
2001468,8,False
2001469,12,False
2001470,12,False
2001471,10,False
2001472,10,False
2001473,0,True
2001474,8,False
2001475,0,True
2001476,0,True
2001477,0,True
2001478,0,True
2001479,10,False
2001480,6,False
2001481,6,False
2001482,12,False
2001483,0,True
2001484,0,True
2001485,8,False
2001486,12,False
2001487,12,False
2001488,0,True
2001489,8,False
2001490,14,False
2001491,6,False
2001492,10,False
2001493,0,True
2001494,10,False
2001495,10,False
2001496,8,False
2001497,0,True
2001498,4,False
2001499,10,False
2001500,0,True
2001501,10,False
2001502,8,False
2001503,10,False
2001504,12,False
2001505,0,True
2001506,4,False
2001507,10,False
2001508,10,False
2001509,12,False
2001510,10,False
2001511,10,False
2001512,8,False
2001513,12,False
2001514,10,False
2001515,11,False
2001516,6,False
2001517,0,True
2001518,0,True
2001519,0,True
2001520,8,False
2001521,0,True
2001522,8,False
2001523,0,True
2001524,0,True
2001525,0,True
2001526,0,True
2001527,0,True
2001528,8,False
2001529,8,False
2001530,8,False
2001531,8,False
2001532,10,False
2001533,10,False
2001534,10,False
2001535,12,False
2001536,8,False
2001537,8,False
2001538,10,False
2001539,0,True
2001540,12,False
2001541,12,False
2001542,9,False
2001543,8,False
2001544,8,False
2001545,0,True
2001546,8,False
2001547,8,False
2001548,0,True
2001549,8,False
2001550,8,False
2001551,10,False
2001552,0,True
2001553,10,False
2001554,8,False
2001555,0,True
2001556,8,False
2001557,10,False
2001558,0,True
2001559,8,False
2001560,8,False
2001561,8,False
2001562,0,True
2001563,10,False
2001564,0,True
2001565,6,False
2001566,8,False
2001567,7,False
2001568,0,True
2001569,10,False
2001570,6,False
2001571,6,False
2001572,0,True
2001573,8,False
2001574,0,True
2001575,12,False
2001576,10,False
2001577,10,False
2001578,0,True
2001579,12,False
2001580,0,True
2001581,10,False
2001582,9,False
2001583,8,False
2001584,0,True
2001585,7,False
2001586,0,True
2001587,0,True
2001588,12,False
2001589,6,False
2001590,12,False
2001591,10,False
2001592,0,True
2001593,8,False
2001594,12,False
2001595,10,False
2001596,10,False
2001597,8,False
2001598,8,False
2001599,10,False
2001600,10,False
2001601,10,False
2001602,0,True
2001603,7,False
2001604,8,False
2001605,8,False
2001606,10,False
2001607,0,True
2001608,0,True
2001609,0,True
2001610,8,False
2001611,0,True
2001612,12,False
2001613,0,True
2001614,8,False
2001615,0,True
2001616,10,False
2001617,8,False
2001618,8,False
2001619,10,False
2001620,10,False
2001621,12,False
2001622,0,True
2001623,8,False
2001624,10,False
2001625,0,True
2001626,12,False
2001627,10,False
2001628,8,False
2001629,8,False
2001630,8,False
2001631,0,True
2001632,8,False
2001633,12,False
2001634,8,False
2001635,4,False
2001636,10,False
2001637,10,False
2001638,12,False
2001639,9,False
2001640,10,False
2001641,10,False
2001642,6,False
2001643,0,True
2001644,6,False
2001645,0,True
2001646,12,False
2001647,6,False
2001648,10,False
2001649,10,False
2001650,10,False
2001651,10,False
2001652,8,False
2001653,10,False
2001654,0,True
2001655,0,True
2001656,0,True
2001657,6,False
2001658,10,False
2001659,8,False
2001660,0,True
2001661,12,False
2001662,0,True
2001663,12,False
2001664,0,True
2001665,7,False
2001666,0,True
2001667,8,False
2001668,10,False
2001669,12,False
2001670,10,False
2001671,0,True
2001672,6,False
2001673,12,False
2001674,8,False
2001675,10,False
2001676,0,True
2001677,8,False
2001678,10,False
2001679,8,False
2001680,10,False
2001681,8,False
2001682,0,True
2001683,0,True
2001684,0,True
2001685,8,False
2001686,12,False
2001687,8,False
2001688,0,True
2001689,8,False
2001690,0,True
2001691,10,False
2001692,10,False
2001693,0,True
2001694,0,True
2001695,0,True
2001696,10,False
2001697,5,False
2001698,8,False
2001699,0,True
2001700,9,False
2001701,7,False
2001702,10,False
2001703,8,False
2001704,10,False
2001705,0,True
2001706,8,False
2001707,0,True
2001708,8,False
2001709,0,True
2001710,0,True
2001711,6,False
2001712,0,True
2001713,6,False
2001714,0,True
2001715,8,False
2001716,8,False
2001717,8,False
2001718,10,False
2001719,0,True
2001720,0,True
2001721,8,False
2001722,0,True
2001723,12,False
2001724,8,False
2001725,0,True
2001726,0,True
2001727,12,False
2001728,0,True
2001729,6,False
2001730,10,False
2001731,8,False
2001732,8,False
2001733,7,False
2001734,10,False
2001735,10,False
2001736,0,True
2001737,6,False
2001738,10,False
2001739,0,True
2001740,0,True
2001741,8,False
2001742,10,False
2001743,12,False
2001744,10,False
2001745,8,False
2001746,6,False
2001747,9,False
