策略,是否失败,总分,回合数,seed,达到12+,达到14+
mcts_distilled_final,False,14,21,1200056,1,1
mcts_distilled_final,False,12,21,1200057,1,0
mcts_distilled_final,False,12,21,1200058,1,0
mcts_distilled_final,False,12,21,1200059,1,0
mcts_distilled_final,False,14,21,1200060,1,1
mcts_distilled_final,False,6,21,1200061,0,0
mcts_distilled_final,False,12,21,1200062,1,0
mcts_distilled_final,False,8,21,1200063,0,0
mcts_distilled_final,False,12,21,1200064,1,0
mcts_distilled_final,False,14,21,1200065,1,1
mcts_distilled_final,False,12,21,1200066,1,0
mcts_distilled_final,False,16,21,1200067,1,1
mcts_distilled_final,False,12,21,1200068,1,0
mcts_distilled_final,False,18,21,1200069,1,1
mcts_distilled_final,False,14,21,1200070,1,1
mcts_distilled_final,False,14,21,1200071,1,1
mcts_distilled_final,False,14,21,1200072,1,1
mcts_distilled_final,False,16,21,1200073,1,1
mcts_distilled_final,False,12,21,1200074,1,0
mcts_distilled_final,False,12,21,1200075,1,0
mcts_distilled_final,False,10,21,1200076,0,0
mcts_distilled_final,False,14,21,1200077,1,1
mcts_distilled_final,False,12,21,1200078,1,0
mcts_distilled_final,False,6,21,1200079,0,0
mcts_distilled_final,False,12,21,1200080,1,0
mcts_distilled_final,False,6,21,1200081,0,0
mcts_distilled_final,False,12,21,1200082,1,0
mcts_distilled_final,False,12,21,1200083,1,0
mcts_distilled_final,False,14,21,1200084,1,1
mcts_distilled_final,False,14,21,1200085,1,1
mcts_distilled_final,False,10,21,1200086,0,0
mcts_distilled_final,False,10,21,1200087,0,0
mcts_distilled_final,False,16,21,1200088,1,1
mcts_distilled_final,False,8,21,1200089,0,0
mcts_distilled_final,False,10,21,1200090,0,0
mcts_distilled_final,False,14,21,1200091,1,1
mcts_distilled_final,False,14,21,1200092,1,1
mcts_distilled_final,False,12,21,1200093,1,0
mcts_distilled_final,False,12,21,1200094,1,0
mcts_distilled_final,False,12,21,1200095,1,0
mcts_distilled_final,False,14,21,1200096,1,1
mcts_distilled_final,False,16,21,1200097,1,1
mcts_distilled_final,False,10,21,1200098,0,0
mcts_distilled_final,False,14,21,1200099,1,1
mcts_distilled_final,False,10,21,1200100,0,0
mcts_distilled_final,False,10,21,1200101,0,0
mcts_distilled_final,False,10,21,1200102,0,0
mcts_distilled_final,False,14,21,1200103,1,1
mcts_distilled_final,False,12,21,1200104,1,0
mcts_distilled_final,False,14,21,1200105,1,1
mcts_distilled_final,False,16,21,1200106,1,1
mcts_distilled_final,False,12,21,1200107,1,0
mcts_distilled_final,False,14,21,1200108,1,1
mcts_distilled_final,False,12,21,1200109,1,0
mcts_distilled_final,False,14,21,1200110,1,1
mcts_distilled_final,False,12,21,1200111,1,0
mcts_distilled_final,False,10,21,1200112,0,0
mcts_distilled_final,False,16,21,1200113,1,1
mcts_distilled_final,False,12,21,1200114,1,0
mcts_distilled_final,False,12,21,1200115,1,0
mcts_distilled_final,False,14,21,1200116,1,1
mcts_distilled_final,False,14,21,1200117,1,1
mcts_distilled_final,False,12,21,1200118,1,0
mcts_distilled_final,False,10,21,1200119,0,0
mcts_distilled_final,False,14,21,1200120,1,1
mcts_distilled_final,False,14,21,1200121,1,1
mcts_distilled_final,False,12,21,1200122,1,0
mcts_distilled_final,False,16,21,1200123,1,1
mcts_distilled_final,False,8,21,1200124,0,0
mcts_distilled_final,False,8,21,1200125,0,0
mcts_distilled_final,False,8,21,1200126,0,0
mcts_distilled_final,False,10,21,1200127,0,0
mcts_distilled_final,False,12,21,1200128,1,0
mcts_distilled_final,False,14,21,1200129,1,1
mcts_distilled_final,False,10,21,1200130,0,0
mcts_distilled_final,False,14,21,1200131,1,1
mcts_distilled_final,False,6,21,1200132,0,0
mcts_distilled_final,False,14,21,1200133,1,1
mcts_distilled_final,False,12,21,1200134,1,0
mcts_distilled_final,False,14,21,1200135,1,1
mcts_distilled_final,False,12,21,1200136,1,0
mcts_distilled_final,False,16,21,1200137,1,1
mcts_distilled_final,False,10,21,1200138,0,0
mcts_distilled_final,False,12,21,1200139,1,0
mcts_distilled_final,False,14,21,1200140,1,1
mcts_distilled_final,False,12,21,1200141,1,0
mcts_distilled_final,False,12,21,1200142,1,0
mcts_distilled_final,False,10,21,1200143,0,0
mcts_distilled_final,False,12,21,1200144,1,0
mcts_distilled_final,False,10,21,1200145,0,0
mcts_distilled_final,False,8,21,1200146,0,0
mcts_distilled_final,False,12,21,1200147,1,0
mcts_distilled_final,False,12,21,1200148,1,0
mcts_distilled_final,False,8,21,1200149,0,0
mcts_distilled_final,False,12,21,1200150,1,0
mcts_distilled_final,False,16,21,1200151,1,1
mcts_distilled_final,False,14,21,1200152,1,1
mcts_distilled_final,False,10,21,1200153,0,0
mcts_distilled_final,False,12,21,1200154,1,0
mcts_distilled_final,False,12,21,1200155,1,0
mcts_distilled_final,False,12,21,1200156,1,0
mcts_distilled_final,False,14,21,1200157,1,1
mcts_distilled_final,False,12,21,1200158,1,0
mcts_distilled_final,False,8,21,1200159,0,0
mcts_distilled_final,False,6,21,1200160,0,0
mcts_distilled_final,False,8,21,1200161,0,0
mcts_distilled_final,False,12,21,1200162,1,0
mcts_distilled_final,False,10,21,1200163,0,0
mcts_distilled_final,False,14,21,1200164,1,1
mcts_distilled_final,False,12,21,1200165,1,0
mcts_distilled_final,False,10,21,1200166,0,0
mcts_distilled_final,False,12,21,1200167,1,0
mcts_distilled_final,False,6,21,1200168,0,0
mcts_distilled_final,False,12,21,1200169,1,0
mcts_distilled_final,False,14,21,1200170,1,1
mcts_distilled_final,False,12,21,1200171,1,0
mcts_distilled_final,False,16,21,1200172,1,1
mcts_distilled_final,False,8,21,1200173,0,0
mcts_distilled_final,False,6,21,1200174,0,0
mcts_distilled_final,False,14,21,1200175,1,1
mcts_distilled_final,False,12,21,1200176,1,0
mcts_distilled_final,False,10,21,1200177,0,0
mcts_distilled_final,False,12,21,1200178,1,0
mcts_distilled_final,False,8,21,1200179,0,0
mcts_distilled_final,False,16,21,1200180,1,1
mcts_distilled_final,False,10,21,1200181,0,0
mcts_distilled_final,False,6,21,1200182,0,0
mcts_distilled_final,False,14,21,1200183,1,1
mcts_distilled_final,False,12,21,1200184,1,0
mcts_distilled_final,False,10,21,1200185,0,0
mcts_distilled_final,False,14,21,1200186,1,1
mcts_distilled_final,False,16,21,1200187,1,1
mcts_distilled_final,False,9,21,1200188,0,0
mcts_distilled_final,False,12,21,1200189,1,0
mcts_distilled_final,False,14,21,1200190,1,1
mcts_distilled_final,False,10,21,1200191,0,0
mcts_distilled_final,False,10,21,1200192,0,0
mcts_distilled_final,False,10,21,1200193,0,0
mcts_distilled_final,False,12,21,1200194,1,0
mcts_distilled_final,False,10,21,1200195,0,0
mcts_distilled_final,False,12,21,1200196,1,0
mcts_distilled_final,False,12,21,1200197,1,0
mcts_distilled_final,False,12,21,1200198,1,0
mcts_distilled_final,False,12,21,1200199,1,0
mcts_distilled_final,False,10,21,1200200,0,0
mcts_distilled_final,False,12,21,1200201,1,0
mcts_distilled_final,False,16,21,1200202,1,1
mcts_distilled_final,False,16,21,1200203,1,1
mcts_distilled_final,False,14,21,1200204,1,1
mcts_distilled_final,False,12,21,1200205,1,0
mcts_distilled_final,False,12,21,1200206,1,0
mcts_distilled_final,False,8,21,1200207,0,0
mcts_distilled_final,False,14,21,1200208,1,1
mcts_distilled_final,False,10,21,1200209,0,0
mcts_distilled_final,False,14,21,1200210,1,1
mcts_distilled_final,False,12,21,1200211,1,0
mcts_distilled_final,False,14,21,1200212,1,1
mcts_distilled_final,False,8,21,1200213,0,0
mcts_distilled_final,False,12,21,1200214,1,0
mcts_distilled_final,False,8,21,1200215,0,0
mcts_distilled_final,False,10,21,1200216,0,0
mcts_distilled_final,False,16,21,1200217,1,1
mcts_distilled_final,False,14,21,1200218,1,1
mcts_distilled_final,False,4,21,1200219,0,0
mcts_distilled_final,False,10,21,1200220,0,0
mcts_distilled_final,False,8,21,1200221,0,0
mcts_distilled_final,False,12,21,1200222,1,0
mcts_distilled_final,False,16,21,1200223,1,1
mcts_distilled_final,False,12,21,1200224,1,0
mcts_distilled_final,False,12,21,1200225,1,0
mcts_distilled_final,False,18,21,1200226,1,1
mcts_distilled_final,False,14,21,1200227,1,1
mcts_distilled_final,False,14,21,1200228,1,1
mcts_distilled_final,False,14,21,1200229,1,1
mcts_distilled_final,False,14,21,1200230,1,1
mcts_distilled_final,False,12,21,1200231,1,0
mcts_distilled_final,False,10,21,1200232,0,0
mcts_distilled_final,False,14,21,1200233,1,1
mcts_distilled_final,False,10,21,1200234,0,0
mcts_distilled_final,False,14,21,1200235,1,1
mcts_distilled_final,False,12,21,1200236,1,0
mcts_distilled_final,False,12,21,1200237,1,0
mcts_distilled_final,False,14,21,1200238,1,1
mcts_distilled_final,False,14,21,1200239,1,1
mcts_distilled_final,False,16,21,1200240,1,1
mcts_distilled_final,False,16,21,1200241,1,1
mcts_distilled_final,False,12,21,1200242,1,0
mcts_distilled_final,False,12,21,1200243,1,0
mcts_distilled_final,False,14,21,1200244,1,1
mcts_distilled_final,False,12,21,1200245,1,0
mcts_distilled_final,False,12,21,1200246,1,0
mcts_distilled_final,False,10,21,1200247,0,0
mcts_distilled_final,False,14,21,1200248,1,1
mcts_distilled_final,False,14,21,1200249,1,1
mcts_distilled_final,False,16,21,1200250,1,1
mcts_distilled_final,False,16,21,1200251,1,1
mcts_distilled_final,False,14,21,1200252,1,1
mcts_distilled_final,False,12,21,1200253,1,0
mcts_distilled_final,False,12,21,1200254,1,0
mcts_distilled_final,False,8,21,1200255,0,0
mcts_distilled_final,False,12,21,1200256,1,0
mcts_distilled_final,False,16,21,1200257,1,1
mcts_distilled_final,False,14,21,1200258,1,1
mcts_distilled_final,False,12,21,1200259,1,0
mcts_distilled_final,False,10,21,1200260,0,0
mcts_distilled_final,False,12,21,1200261,1,0
mcts_distilled_final,False,12,21,1200262,1,0
mcts_distilled_final,False,16,21,1200263,1,1
mcts_distilled_final,False,16,21,1200264,1,1
mcts_distilled_final,False,10,21,1200265,0,0
mcts_distilled_final,False,12,21,1200266,1,0
mcts_distilled_final,False,10,21,1200267,0,0
mcts_distilled_final,False,10,21,1200268,0,0
mcts_distilled_final,False,10,21,1200269,0,0
mcts_distilled_final,False,12,21,1200270,1,0
mcts_distilled_final,False,12,21,1200271,1,0
mcts_distilled_final,False,12,21,1200272,1,0
mcts_distilled_final,False,16,21,1200273,1,1
mcts_distilled_final,False,7,21,1200274,0,0
mcts_distilled_final,False,12,21,1200275,1,0
mcts_distilled_final,False,12,21,1200276,1,0
mcts_distilled_final,False,14,21,1200277,1,1
mcts_distilled_final,False,14,21,1200278,1,1
mcts_distilled_final,False,12,21,1200279,1,0
mcts_distilled_final,False,14,21,1200280,1,1
mcts_distilled_final,False,12,21,1200281,1,0
mcts_distilled_final,False,12,21,1200282,1,0
mcts_distilled_final,False,10,21,1200283,0,0
mcts_distilled_final,False,14,21,1200284,1,1
mcts_distilled_final,False,16,21,1200285,1,1
mcts_distilled_final,False,12,21,1200286,1,0
mcts_distilled_final,False,10,21,1200287,0,0
mcts_distilled_final,False,12,21,1200288,1,0
mcts_distilled_final,False,12,21,1200289,1,0
mcts_distilled_final,False,14,21,1200290,1,1
mcts_distilled_final,False,10,21,1200291,0,0
mcts_distilled_final,False,12,21,1200292,1,0
mcts_distilled_final,False,16,21,1200293,1,1
mcts_distilled_final,False,12,21,1200294,1,0
mcts_distilled_final,False,12,21,1200295,1,0
mcts_distilled_final,False,8,21,1200296,0,0
mcts_distilled_final,False,6,21,1200297,0,0
mcts_distilled_final,False,10,21,1200298,0,0
mcts_distilled_final,False,16,21,1200299,1,1
mcts_distilled_final,False,12,21,1200300,1,0
mcts_distilled_final,False,14,21,1200301,1,1
mcts_distilled_final,False,12,21,1200302,1,0
mcts_distilled_final,False,12,21,1200303,1,0
mcts_distilled_final,False,14,21,1200304,1,1
mcts_distilled_final,False,12,21,1200305,1,0
mcts_distilled_final,False,14,21,1200306,1,1
mcts_distilled_final,False,14,21,1200307,1,1
mcts_distilled_final,False,12,21,1200308,1,0
mcts_distilled_final,False,12,21,1200309,1,0
mcts_distilled_final,False,12,21,1200310,1,0
mcts_distilled_final,False,14,21,1200311,1,1
mcts_distilled_final,False,8,21,1200312,0,0
mcts_distilled_final,False,12,21,1200313,1,0
mcts_distilled_final,False,10,21,1200314,0,0
mcts_distilled_final,False,10,21,1200315,0,0
mcts_distilled_final,False,12,21,1200316,1,0
mcts_distilled_final,False,14,21,1200317,1,1
mcts_distilled_final,False,12,21,1200318,1,0
mcts_distilled_final,False,14,21,1200319,1,1
mcts_distilled_final,False,16,21,1200320,1,1
mcts_distilled_final,False,14,21,1200321,1,1
mcts_distilled_final,False,10,21,1200322,0,0
mcts_distilled_final,False,12,21,1200323,1,0
mcts_distilled_final,False,10,21,1200324,0,0
mcts_distilled_final,False,12,21,1200325,1,0
mcts_distilled_final,False,10,21,1200326,0,0
mcts_distilled_final,False,12,21,1200327,1,0
mcts_distilled_final,False,10,21,1200328,0,0
mcts_distilled_final,False,12,21,1200329,1,0
mcts_distilled_final,False,10,21,1200330,0,0
mcts_distilled_final,False,14,21,1200331,1,1
mcts_distilled_final,False,10,21,1200332,0,0
mcts_distilled_final,False,12,21,1200333,1,0
mcts_distilled_final,False,8,21,1200334,0,0
mcts_distilled_final,False,8,21,1200335,0,0
mcts_distilled_final,False,12,21,1200336,1,0
mcts_distilled_final,False,12,21,1200337,1,0
mcts_distilled_final,False,10,21,1200338,0,0
mcts_distilled_final,False,16,21,1200339,1,1
mcts_distilled_final,False,10,21,1200340,0,0
mcts_distilled_final,False,10,21,1200341,0,0
mcts_distilled_final,False,12,21,1200342,1,0
mcts_distilled_final,False,12,21,1200343,1,0
mcts_distilled_final,False,16,21,1200344,1,1
mcts_distilled_final,False,8,21,1200345,0,0
mcts_distilled_final,False,12,21,1200346,1,0
mcts_distilled_final,False,16,21,1200347,1,1
mcts_distilled_final,False,10,21,1200348,0,0
mcts_distilled_final,False,14,21,1200349,1,1
mcts_distilled_final,False,16,21,1200350,1,1
mcts_distilled_final,False,14,21,1200351,1,1
mcts_distilled_final,False,12,21,1200352,1,0
mcts_distilled_final,False,8,21,1200353,0,0
mcts_distilled_final,False,10,21,1200354,0,0
mcts_distilled_final,False,10,21,1200355,0,0
mcts_distilled_final,False,12,21,1200356,1,0
mcts_distilled_final,False,14,21,1200357,1,1
mcts_distilled_final,False,12,21,1200358,1,0
mcts_distilled_final,False,10,21,1200359,0,0
mcts_distilled_final,False,14,21,1200360,1,1
mcts_distilled_final,False,12,21,1200361,1,0
mcts_distilled_final,True,0,21,1200362,0,0
mcts_distilled_final,False,14,21,1200363,1,1
mcts_distilled_final,False,8,21,1200364,0,0
mcts_distilled_final,False,14,21,1200365,1,1
mcts_distilled_final,False,12,21,1200366,1,0
mcts_distilled_final,False,12,21,1200367,1,0
mcts_distilled_final,False,12,21,1200368,1,0
mcts_distilled_final,False,10,21,1200369,0,0
mcts_distilled_final,False,14,21,1200370,1,1
mcts_distilled_final,False,12,21,1200371,1,0
mcts_distilled_final,False,12,21,1200372,1,0
mcts_distilled_final,False,12,21,1200373,1,0
mcts_distilled_final,False,10,21,1200374,0,0
mcts_distilled_final,False,8,21,1200375,0,0
mcts_distilled_final,False,10,21,1200376,0,0
mcts_distilled_final,False,12,21,1200377,1,0
mcts_distilled_final,False,12,21,1200378,1,0
mcts_distilled_final,False,10,21,1200379,0,0
mcts_distilled_final,False,8,21,1200380,0,0
mcts_distilled_final,False,10,21,1200381,0,0
mcts_distilled_final,False,16,21,1200382,1,1
mcts_distilled_final,False,12,21,1200383,1,0
mcts_distilled_final,False,12,21,1200384,1,0
mcts_distilled_final,False,12,21,1200385,1,0
mcts_distilled_final,False,12,21,1200386,1,0
mcts_distilled_final,False,6,21,1200387,0,0
mcts_distilled_final,False,14,21,1200388,1,1
mcts_distilled_final,False,12,21,1200389,1,0
mcts_distilled_final,False,12,21,1200390,1,0
mcts_distilled_final,False,12,21,1200391,1,0
mcts_distilled_final,False,10,21,1200392,0,0
mcts_distilled_final,False,16,21,1200393,1,1
mcts_distilled_final,False,16,21,1200394,1,1
mcts_distilled_final,False,14,21,1200395,1,1
mcts_distilled_final,False,14,21,1200396,1,1
mcts_distilled_final,False,8,21,1200397,0,0
mcts_distilled_final,False,12,21,1200398,1,0
mcts_distilled_final,False,16,21,1200399,1,1
mcts_distilled_final,False,8,21,1200400,0,0
mcts_distilled_final,False,16,21,1200401,1,1
mcts_distilled_final,False,10,21,1200402,0,0
mcts_distilled_final,False,12,21,1200403,1,0
mcts_distilled_final,False,12,21,1200404,1,0
mcts_distilled_final,False,12,21,1200405,1,0
mcts_distilled_final,False,10,21,1200406,0,0
mcts_distilled_final,False,10,21,1200407,0,0
mcts_distilled_final,False,10,21,1200408,0,0
mcts_distilled_final,False,12,21,1200409,1,0
mcts_distilled_final,False,10,21,1200410,0,0
mcts_distilled_final,False,12,21,1200411,1,0
mcts_distilled_final,False,10,21,1200412,0,0
mcts_distilled_final,False,10,21,1200413,0,0
mcts_distilled_final,False,14,21,1200414,1,1
mcts_distilled_final,False,12,21,1200415,1,0
mcts_distilled_final,False,14,21,1200416,1,1
mcts_distilled_final,False,12,21,1200417,1,0
mcts_distilled_final,False,14,21,1200418,1,1
mcts_distilled_final,False,10,21,1200419,0,0
mcts_distilled_final,False,10,21,1200420,0,0
mcts_distilled_final,False,14,21,1200421,1,1
mcts_distilled_final,False,10,21,1200422,0,0
mcts_distilled_final,False,12,21,1200423,1,0
mcts_distilled_final,False,8,21,1200424,0,0
mcts_distilled_final,False,12,21,1200425,1,0
mcts_distilled_final,False,10,21,1200426,0,0
mcts_distilled_final,False,8,21,1200427,0,0
mcts_distilled_final,False,14,21,1200428,1,1
mcts_distilled_final,False,16,21,1200429,1,1
mcts_distilled_final,False,10,21,1200430,0,0
mcts_distilled_final,False,10,21,1200431,0,0
mcts_distilled_final,False,14,21,1200432,1,1
mcts_distilled_final,False,12,21,1200433,1,0
mcts_distilled_final,False,14,21,1200434,1,1
mcts_distilled_final,False,14,21,1200435,1,1
mcts_distilled_final,False,10,21,1200436,0,0
mcts_distilled_final,False,14,21,1200437,1,1
mcts_distilled_final,False,10,21,1200438,0,0
mcts_distilled_final,False,12,21,1200439,1,0
mcts_distilled_final,False,14,21,1200440,1,1
mcts_distilled_final,False,12,21,1200441,1,0
mcts_distilled_final,False,10,21,1200442,0,0
mcts_distilled_final,False,12,21,1200443,1,0
mcts_distilled_final,False,8,21,1200444,0,0
mcts_distilled_final,False,10,21,1200445,0,0
mcts_distilled_final,False,8,21,1200446,0,0
mcts_distilled_final,False,10,21,1200447,0,0
mcts_distilled_final,False,10,21,1200448,0,0
mcts_distilled_final,False,10,21,1200449,0,0
mcts_distilled_final,False,16,21,1200450,1,1
mcts_distilled_final,False,10,21,1200451,0,0
mcts_distilled_final,False,10,21,1200452,0,0
mcts_distilled_final,False,16,21,1200453,1,1
mcts_distilled_final,False,12,21,1200454,1,0
mcts_distilled_final,False,14,21,1200455,1,1
mcts_distilled_final,False,12,21,1200456,1,0
mcts_distilled_final,False,16,21,1200457,1,1
mcts_distilled_final,False,10,21,1200458,0,0
mcts_distilled_final,False,14,21,1200459,1,1
mcts_distilled_final,False,12,21,1200460,1,0
mcts_distilled_final,False,14,21,1200461,1,1
mcts_distilled_final,False,14,21,1200462,1,1
mcts_distilled_final,False,6,21,1200463,0,0
mcts_distilled_final,False,8,21,1200464,0,0
mcts_distilled_final,False,8,21,1200465,0,0
mcts_distilled_final,False,10,21,1200466,0,0
mcts_distilled_final,False,16,21,1200467,1,1
mcts_distilled_final,False,10,21,1200468,0,0
mcts_distilled_final,False,12,21,1200469,1,0
mcts_distilled_final,False,12,21,1200470,1,0
mcts_distilled_final,False,12,21,1200471,1,0
mcts_distilled_final,False,12,21,1200472,1,0
mcts_distilled_final,False,10,21,1200473,0,0
mcts_distilled_final,False,10,21,1200474,0,0
mcts_distilled_final,False,8,21,1200475,0,0
mcts_distilled_final,False,14,21,1200476,1,1
mcts_distilled_final,False,10,21,1200477,0,0
mcts_distilled_final,False,6,21,1200478,0,0
mcts_distilled_final,False,10,21,1200479,0,0
mcts_distilled_final,False,8,21,1200480,0,0
mcts_distilled_final,False,10,21,1200481,0,0
mcts_distilled_final,False,12,21,1200482,1,0
mcts_distilled_final,False,12,21,1200483,1,0
mcts_distilled_final,False,12,21,1200484,1,0
mcts_distilled_final,False,12,21,1200485,1,0
mcts_distilled_final,False,10,21,1200486,0,0
mcts_distilled_final,False,12,21,1200487,1,0
mcts_distilled_final,False,10,21,1200488,0,0
mcts_distilled_final,False,16,21,1200489,1,1
mcts_distilled_final,False,14,21,1200490,1,1
mcts_distilled_final,False,12,21,1200491,1,0
mcts_distilled_final,False,14,21,1200492,1,1
mcts_distilled_final,False,14,21,1200493,1,1
mcts_distilled_final,False,16,21,1200494,1,1
mcts_distilled_final,False,16,21,1200495,1,1
mcts_distilled_final,False,12,21,1200496,1,0
mcts_distilled_final,False,12,21,1200497,1,0
mcts_distilled_final,False,16,21,1200498,1,1
mcts_distilled_final,False,14,21,1200499,1,1
mcts_distilled_final,False,10,21,1200500,0,0
mcts_distilled_final,False,8,21,1200501,0,0
mcts_distilled_final,False,10,21,1200502,0,0
mcts_distilled_final,False,18,21,1200503,1,1
mcts_distilled_final,False,12,21,1200504,1,0
mcts_distilled_final,False,12,21,1200505,1,0
mcts_distilled_final,False,16,21,1200506,1,1
mcts_distilled_final,False,14,21,1200507,1,1
mcts_distilled_final,False,10,21,1200508,0,0
mcts_distilled_final,False,14,21,1200509,1,1
mcts_distilled_final,False,6,21,1200510,0,0
mcts_distilled_final,False,8,21,1200511,0,0
mcts_distilled_final,False,14,21,1200512,1,1
mcts_distilled_final,False,12,21,1200513,1,0
mcts_distilled_final,False,14,21,1200514,1,1
mcts_distilled_final,False,12,21,1200515,1,0
mcts_distilled_final,False,10,21,1200516,0,0
mcts_distilled_final,False,16,21,1200517,1,1
mcts_distilled_final,False,14,21,1200518,1,1
mcts_distilled_final,False,6,21,1200519,0,0
mcts_distilled_final,False,14,21,1200520,1,1
mcts_distilled_final,False,10,21,1200521,0,0
mcts_distilled_final,False,14,21,1200522,1,1
mcts_distilled_final,False,14,21,1200523,1,1
mcts_distilled_final,False,10,21,1200524,0,0
mcts_distilled_final,False,14,21,1200525,1,1
mcts_distilled_final,False,10,21,1200526,0,0
mcts_distilled_final,False,16,21,1200527,1,1
mcts_distilled_final,False,12,21,1200528,1,0
mcts_distilled_final,False,8,21,1200529,0,0
mcts_distilled_final,False,14,21,1200530,1,1
mcts_distilled_final,False,8,21,1200531,0,0
mcts_distilled_final,False,14,21,1200532,1,1
mcts_distilled_final,False,10,21,1200533,0,0
mcts_distilled_final,False,10,21,1200534,0,0
mcts_distilled_final,False,12,21,1200535,1,0
mcts_distilled_final,False,10,21,1200536,0,0
mcts_distilled_final,False,16,21,1200537,1,1
mcts_distilled_final,False,12,21,1200538,1,0
mcts_distilled_final,False,14,21,1200539,1,1
mcts_distilled_final,False,14,21,1200540,1,1
mcts_distilled_final,False,8,21,1200541,0,0
mcts_distilled_final,False,14,21,1200542,1,1
mcts_distilled_final,False,14,21,1200543,1,1
mcts_distilled_final,False,12,21,1200544,1,0
mcts_distilled_final,False,12,21,1200545,1,0
mcts_distilled_final,False,12,21,1200546,1,0
mcts_distilled_final,False,10,21,1200547,0,0
mcts_distilled_final,False,14,21,1200548,1,1
mcts_distilled_final,False,16,21,1200549,1,1
mcts_distilled_final,False,8,21,1200550,0,0
mcts_distilled_final,False,8,21,1200551,0,0
mcts_distilled_final,False,12,21,1200552,1,0
mcts_distilled_final,False,8,21,1200553,0,0
mcts_distilled_final,False,12,21,1200554,1,0
mcts_distilled_final,False,14,21,1200555,1,1
mcts_distilled_final,False,14,21,1200556,1,1
mcts_distilled_final,False,12,21,1200557,1,0
mcts_distilled_final,False,10,21,1200558,0,0
mcts_distilled_final,False,6,21,1200559,0,0
mcts_distilled_final,False,12,21,1200560,1,0
mcts_distilled_final,False,16,21,1200561,1,1
mcts_distilled_final,False,8,21,1200562,0,0
mcts_distilled_final,False,12,21,1200563,1,0
mcts_distilled_final,False,16,21,1200564,1,1
mcts_distilled_final,False,14,21,1200565,1,1
mcts_distilled_final,False,12,21,1200566,1,0
mcts_distilled_final,False,14,21,1200567,1,1
mcts_distilled_final,False,16,21,1200568,1,1
mcts_distilled_final,False,10,21,1200569,0,0
mcts_distilled_final,False,8,21,1200570,0,0
mcts_distilled_final,False,10,21,1200571,0,0
mcts_distilled_final,False,14,21,1200572,1,1
mcts_distilled_final,False,14,21,1200573,1,1
mcts_distilled_final,False,10,21,1200574,0,0
mcts_distilled_final,False,16,21,1200575,1,1
mcts_distilled_final,False,12,21,1200576,1,0
mcts_distilled_final,False,6,21,1200577,0,0
mcts_distilled_final,False,8,21,1200578,0,0
mcts_distilled_final,False,14,21,1200579,1,1
mcts_distilled_final,False,14,21,1200580,1,1
